machine_id,units_rejected,production_time_hours,target_quantity,total_defects,defect_type_count,quality_defect_rate_percent,total_downtime_hours,downtime_event_count,average_downtime_hours,available_hours,operating_hours,utilization_percent,sensor_value_mean,sensor_value_min,sensor_value_max,sensor_value_std,sensor_reading_count,maintenance_event_count,total_maintenance_downtime,average_maintenance_downtime,total_maintenance_cost,completed_maintenance_count,production_day,production_month,production_day_of_week,is_weekend,shift_encoded,previous_units_produced,previous_rejection_rate,rolling_3_production_avg,rolling_3_rejection_avg
2,44,8.0,904,15,1,1.74,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,6,8,3,0,2,897.0,7.24,893.0,5.55
4,79,8.0,1009,17,1,1.52,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,12,8,2,0,1,908.0,4.02,994.33,5.59
4,55,8.0,1021,19,1,1.84,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,6,8,3,0,0,1034.0,2.36,1029.67,3.86
3,47,8.0,806,16,1,1.97,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,8,8,5,1,0,739.0,4.03,764.33,3.86
2,60,8.0,928,22,1,2.2,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,22,7,2,0,1,924.0,6.19,904.33,5.35
4,36,8.0,991,5,1,0.49,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,21,7,1,0,2,986.0,2.28,995.67,2.42
1,36,8.0,996,11,1,1.22,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,11,8,1,0,2,936.0,6.21,948.67,5.05
1,44,8.0,1036,12,1,1.14,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,27,7,0,0,2,950.0,4.71,945.0,3.95
1,61,8.0,1008,17,1,1.67,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,1,8,5,1,1,949.0,3.46,945.0,5.06
2,67,8.0,907,10,1,1.03,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,7,8,4,0,0,817.0,5.11,848.33,5.46
2,15,8.0,856,5,1,0.56,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,30,7,3,0,2,950.0,1.04,930.67,2.73
3,34,8.0,800,7,1,0.89,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,21,7,1,0,0,809.0,3.8,803.67,2.69
3,8,8.0,816,1,1,0.13,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,27,7,0,0,1,819.0,7.04,799.33,4.2
3,32,8.0,816,11,1,1.31,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,20,7,0,0,2,821.0,2.15,801.0,2.14
1,62,8.0,1038,14,1,1.4,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,11,8,1,0,1,984.0,3.53,966.67,3.86
3,22,8.0,799,4,1,0.51,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,8,8,5,1,1,765.0,5.79,760.0,4.67
4,35,8.0,966,5,1,0.49,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,20,7,0,0,2,939.0,2.9,921.0,2.9
3,8,8.0,800,2,1,0.24,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,17,8,0,0,1,841.0,2.32,808.0,4.08
4,69,8.0,1011,22,1,2.16,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,3,8,0,0,2,1066.0,4.82,1005.33,5.45
4,15,8.0,1019,3,1,0.32,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,8,8,5,1,2,1056.0,7.29,1021.67,5.02
4,56,8.0,1012,20,1,1.93,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,18,8,1,0,0,928.0,1.28,951.0,3.64
5,27,8.0,941,8,1,0.85,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,8,8,5,1,2,903.0,2.17,918.0,1.74
2,69,8.0,899,12,1,1.25,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,31,7,4,0,2,850.0,4.49,894.67,3.39
2,55,8.0,905,10,1,1.06,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,7,8,4,0,2,895.0,6.18,873.33,6.05
4,48,8.0,1020,18,1,1.75,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,14,8,4,0,2,974.0,2.21,958.0,3.81
5,36,8.0,954,12,1,1.26,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,23,7,3,0,0,928.0,4.43,925.33,4.98
3,39,8.0,794,7,1,0.83,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,3,8,0,0,1,808.0,1.46,799.33,3.4
3,40,8.0,834,9,1,1.0,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,5,8,2,0,0,781.0,2.01,833.67,5.29
1,10,8.0,1002,2,1,0.21,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,17,8,0,0,2,942.0,4.46,932.33,6.16
5,26,8.0,1000,5,1,0.53,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,26,7,6,1,0,961.0,3.32,946.0,4.43
3,52,8.0,815,11,1,1.32,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,2,8,6,1,0,812.0,7.09,821.33,5.64
2,48,8.0,890,7,1,0.73,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,2,8,6,1,0,932.0,6.8,918.67,4.09
5,24,8.0,939,8,1,0.87,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,26,7,6,1,1,920.0,2.75,940.33,3.09
5,46,8.0,969,8,1,0.86,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,12,8,2,0,0,932.0,5.95,913.0,4.77
5,24,8.0,972,8,1,0.86,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,11,8,1,0,0,913.0,4.4,923.67,3.92
5,44,8.0,938,8,1,0.84,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,29,7,2,0,1,964.0,2.13,968.67,2.05
5,31,8.0,955,12,1,1.24,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,25,7,5,1,1,937.0,6.77,961.0,5.86
4,40,8.0,1002,6,1,0.55,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,5,8,2,0,0,975.0,3.75,973.33,5.77
3,31,8.0,780,10,1,1.17,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,16,8,6,1,0,779.0,5.23,787.0,2.67
4,59,8.0,1028,23,1,2.15,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,31,7,4,0,1,956.0,1.75,974.33,2.71
2,10,8.0,892,2,1,0.23,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,27,7,0,0,1,925.0,2.84,902.33,1.95
2,39,8.0,883,6,1,0.66,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,18,8,1,0,2,907.0,2.37,895.33,4.22
4,23,8.0,990,7,1,0.69,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,21,7,1,0,1,1009.0,1.56,980.0,2.62
5,44,8.0,978,7,1,0.74,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,22,7,2,0,1,944.0,5.88,942.33,4.43
4,62,8.0,1014,10,1,0.84,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,28,7,1,0,0,946.0,6.43,973.67,6.7
5,36,8.0,906,6,1,0.66,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,13,8,3,0,1,878.0,5.79,923.67,6.05
4,22,8.0,999,6,1,0.58,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,6,8,3,0,1,977.0,5.33,1005.33,4.41
3,26,8.0,790,8,1,1.02,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,6,8,3,0,2,814.0,2.16,830.67,3.77
4,72,8.0,1001,24,1,2.21,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,22,7,2,0,1,972.0,3.09,977.67,2.98
2,61,8.0,902,22,1,2.3,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,13,8,3,0,2,860.0,7.23,889.67,6.6
2,62,8.0,912,10,1,1.02,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,4,8,1,0,1,864.0,6.8,891.67,5.38
3,56,8.0,769,14,1,1.66,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,25,7,5,1,2,768.0,6.91,810.33,3.32
3,9,8.0,784,1,1,0.12,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,15,8,5,1,0,802.0,5.87,819.67,4.88
3,18,8.0,833,3,1,0.36,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,6,8,3,0,1,796.0,2.57,827.33,5.22
2,33,8.0,900,8,1,0.82,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,28,7,1,0,1,854.0,5.74,858.67,4.61
2,25,8.0,937,9,1,0.93,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,30,7,3,0,0,901.0,4.56,899.67,3.69
3,43,8.0,835,16,1,1.9,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,3,8,0,0,2,800.0,4.65,805.67,4.44
5,36,8.0,944,7,1,0.69,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,5,8,2,0,0,931.0,6.99,946.67,5.25
4,56,8.0,1004,9,1,0.82,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,30,7,3,0,1,939.0,3.79,971.33,4.86
2,16,8.0,903,6,1,0.63,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,1,8,5,1,1,891.0,3.78,878.0,5.15
5,42,8.0,977,11,1,1.14,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,14,8,4,0,1,908.0,1.41,901.67,2.42
2,65,8.0,888,22,1,2.37,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,25,7,5,1,2,902.0,2.17,878.67,3.33
4,49,8.0,1041,18,1,1.74,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,10,8,0,0,0,981.0,4.94,965.67,3.47
4,49,8.0,1023,9,1,0.86,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,26,7,6,1,2,1018.0,5.3,981.33,4.23
2,26,8.0,895,8,1,0.87,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,3,8,0,0,1,866.0,4.84,884.0,2.61
4,22,8.0,967,5,1,0.5,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,14,8,4,0,1,987.0,2.37,946.33,4.56
1,59,8.0,1004,11,1,1.08,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,3,8,0,0,2,938.0,1.78,943.67,1.63
5,43,8.0,965,7,1,0.72,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,7,8,4,0,0,888.0,3.37,903.67,2.41
1,53,8.0,998,14,1,1.43,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,10,8,0,0,2,990.0,2.65,960.33,3.91
4,19,8.0,987,3,1,0.3,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,24,7,4,0,1,1078.0,2.8,1015.67,4.01
1,44,8.0,1027,10,1,1.01,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,17,8,0,0,1,956.0,7.27,939.33,5.94
3,25,8.0,820,4,1,0.5,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,9,8,6,1,2,830.0,2.81,808.33,3.65
3,53,8.0,820,9,1,1.1,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,22,7,2,0,0,807.0,5.94,768.0,5.83
2,58,8.0,906,14,1,1.48,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,12,8,2,0,0,967.0,6.75,908.67,4.06
1,16,8.0,1019,5,1,0.55,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,24,7,4,0,0,938.0,4.29,967.67,3.71
1,46,8.0,978,15,1,1.53,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,31,7,4,0,2,952.0,7.03,984.67,5.31
1,17,8.0,998,2,1,0.21,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,29,7,2,0,1,875.0,4.79,927.67,6.21
2,24,8.0,898,6,1,0.62,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,15,8,5,1,2,937.0,1.16,898.0,2.12
2,70,8.0,870,17,1,1.76,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,6,8,3,0,1,831.0,4.04,873.33,3.72
5,67,8.0,940,26,1,2.62,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,26,7,6,1,2,899.0,2.6,926.67,2.89
5,20,8.0,968,3,1,0.33,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,3,8,0,0,1,1017.0,2.77,968.0,2.92
3,63,8.0,808,21,1,2.41,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,2,8,6,1,2,781.0,1.51,790.67,4.95
2,29,8.0,900,9,1,0.94,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,21,7,1,0,2,857.0,6.85,895.33,5.08
1,63,8.0,1012,14,1,1.34,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,6,8,3,0,0,954.0,2.45,953.0,2.73
3,40,8.0,807,9,1,1.07,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,9,8,6,1,0,792.0,3.41,771.67,4.01
4,23,8.0,1022,6,1,0.59,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,10,8,0,0,2,973.0,6.44,979.0,5.38
4,45,8.0,995,9,1,0.87,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,12,8,2,0,2,1039.0,7.07,1005.67,5.72
2,22,8.0,905,7,1,0.75,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,18,8,1,0,1,919.0,5.74,895.33,4.36
1,17,8.0,962,4,1,0.42,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,2,8,6,1,2,989.0,3.32,958.0,4.82
5,43,8.0,995,9,1,0.93,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,22,7,2,0,2,904.0,4.64,940.0,5.01
3,54,8.0,772,18,1,2.06,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,28,7,1,0,2,820.0,6.82,822.67,6.76
4,31,8.0,1049,9,1,0.81,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,24,7,4,0,0,951.0,2.46,984.0,5.15
3,52,8.0,778,18,1,2.13,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,13,8,3,0,2,843.0,3.55,840.0,3.87
5,58,8.0,938,22,1,2.16,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,24,7,4,0,1,975.0,2.5,952.0,2.61
1,53,8.0,978,14,1,1.43,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,21,7,1,0,1,954.0,2.05,946.0,2.75
3,13,8.0,750,4,1,0.44,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,14,8,4,0,1,755.0,7.36,797.0,5.69
5,42,8.0,951,10,1,1.13,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,3,8,0,0,2,897.0,2.18,945.67,3.07
2,57,8.0,889,12,1,1.24,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,23,7,3,0,1,891.0,3.68,923.0,3.71
3,67,8.0,826,12,1,1.31,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,4,8,1,0,1,873.0,6.53,824.33,5.43
5,45,8.0,943,11,1,1.17,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,28,7,1,0,0,880.0,5.48,895.67,5.14
3,60,8.0,804,18,1,2.04,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,31,7,4,0,0,670.0,2.05,772.33,2.57
2,24,8.0,880,3,1,0.33,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,16,8,6,1,0,950.0,2.46,918.33,2.43
2,14,8.0,903,2,1,0.21,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,22,7,2,0,2,941.0,5.99,932.33,5.07
4,68,8.0,1023,12,1,1.15,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,27,7,0,0,1,998.0,7.16,1004.0,5.72
3,25,8.0,807,7,1,0.88,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,31,7,4,0,2,811.0,1.46,768.0,3.44
1,72,8.0,1017,16,1,1.62,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,9,8,6,1,1,951.0,3.65,927.0,4.01
1,68,8.0,1007,17,1,1.56,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,4,8,1,0,2,963.0,3.02,951.0,3.43
1,40,8.0,988,9,1,0.84,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,30,7,3,0,2,986.0,5.74,959.33,5.77
3,41,8.0,842,13,1,1.54,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,18,8,1,0,0,810.0,4.93,823.0,2.74
4,35,8.0,1001,6,1,0.57,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,8,8,5,1,0,992.0,4.43,1009.67,4.85
3,24,8.0,789,4,1,0.51,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,26,7,6,1,2,818.0,2.5,826.33,4.78
5,29,8.0,977,6,1,0.57,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,3,8,0,0,0,923.0,4.25,936.0,3.55
1,44,8.0,1031,10,1,1.09,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,29,7,2,0,0,952.0,6.58,940.67,6.28
4,43,8.0,1006,15,1,1.45,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,16,8,6,1,1,958.0,6.54,964.33,6.22
3,62,8.0,800,24,1,2.54,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,5,8,2,0,2,804.0,6.51,815.67,4.32
3,43,8.0,766,6,1,0.73,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,15,8,5,1,2,754.0,1.69,794.67,2.88
4,62,8.0,1004,9,1,0.84,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,26,7,6,1,0,915.0,1.61,952.33,4.18
2,65,8.0,927,21,1,2.22,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,13,8,3,0,0,930.0,5.68,893.0,4.58
5,70,8.0,946,11,1,1.09,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,27,7,0,0,1,869.0,3.01,898.0,4.12
2,52,8.0,888,15,1,1.54,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,5,8,2,0,0,847.0,6.92,876.67,6.68
1,73,8.0,993,27,1,2.67,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,9,8,6,1,2,916.0,7.29,924.33,5.88
2,63,8.0,917,20,1,2.16,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,4,8,1,0,0,916.0,6.53,892.33,4.73
2,68,8.0,914,21,1,2.1,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,1,8,5,1,2,933.0,1.69,905.67,4.21
5,59,8.0,962,8,1,0.81,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,11,8,1,0,2,896.0,5.78,906.67,4.25
1,9,8.0,996,2,1,0.21,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,22,7,2,0,2,934.0,7.25,944.67,4.19
4,46,8.0,992,7,1,0.67,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,7,8,4,0,2,1003.0,4.29,998.33,4.09
5,19,8.0,940,4,1,0.41,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,8,8,5,1,0,899.0,1.1,904.67,2.72
1,27,8.0,1014,9,1,0.88,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,10,8,0,0,1,951.0,1.86,935.67,5.45
4,37,8.0,1014,14,1,1.43,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,30,7,3,0,0,1000.0,3.66,974.33,3.98
1,43,8.0,999,13,1,1.32,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,24,7,4,0,2,933.0,3.22,921.33,3.09
2,26,8.0,904,8,1,0.9,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,11,8,1,0,0,923.0,6.29,933.67,4.69
1,34,8.0,991,5,1,0.49,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,2,8,6,1,1,914.0,4.59,946.33,5.71
5,55,8.0,973,20,1,2.1,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,11,8,1,0,1,911.0,2.57,923.0,4.09
5,27,8.0,954,5,1,0.53,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,21,7,1,0,1,917.0,2.76,915.0,4.02
