machine_id,target_quantity,production_day,production_month,production_day_of_week,is_weekend,shift_encoded,previous_units_produced,previous_rejection_rate,rolling_3_production_avg,rolling_3_rejection_avg
2,897,23,9,1,0,2,933.0,2.61,911.0,4.03
3,813,23,9,1,0,0,771.0,1.41,806.67,2.63
3,783,23,9,1,0,1,817.0,2.16,811.0,1.73
3,759,23,9,1,0,2,808.0,4.72,798.67,2.76
4,1045,23,9,1,0,0,1008.0,6.15,1012.0,5.14
4,1006,23,9,1,0,1,1022.0,7.18,1026.67,5.73
4,995,23,9,1,0,2,978.0,6.5,1002.67,6.61
5,977,23,9,1,0,0,867.0,1.59,909.33,3.48
5,952,23,9,1,0,1,967.0,1.23,929.33,2.05
5,976,23,9,1,0,2,909.0,4.92,914.33,2.58
1,1024,24,9,2,0,0,965.0,6.22,962.0,4.3
1,974,24,9,2,0,1,937.0,5.54,958.67,5.42
1,1009,24,9,2,0,2,1000.0,1.38,967.33,4.38
2,934,24,9,2,0,0,918.0,4.18,925.0,4.01
2,880,24,9,2,0,1,957.0,3.04,936.0,3.28
2,880,24,9,2,0,2,907.0,5.03,927.33,4.08
3,783,24,9,2,0,0,756.0,6.9,793.67,4.59
3,817,24,9,2,0,1,835.0,1.07,799.67,4.23
3,805,24,9,2,0,2,803.0,6.95,798.0,4.97
4,961,24,9,2,0,0,1007.0,6.41,1002.33,6.7
4,1006,24,9,2,0,1,959.0,4.1,981.33,5.67
4,994,24,9,2,0,2,1036.0,5.04,1000.67,5.18
5,947,24,9,2,0,0,912.0,1.51,929.33,2.55
5,933,24,9,2,0,1,988.0,5.73,936.33,4.05
5,956,24,9,2,0,2,913.0,3.28,937.67,3.51
1,1021,25,9,3,0,0,914.0,3.08,950.33,3.33
1,987,25,9,3,0,1,909.0,1.2,941.0,1.89
1,966,25,9,3,0,2,919.0,1.08,914.0,1.79
2,893,25,9,3,0,0,910.0,2.47,924.67,3.51
2,915,25,9,3,0,1,909.0,5.41,908.67,4.3
2,891,25,9,3,0,2,939.0,7.03,919.33,4.97
3,770,25,9,3,0,0,842.0,6.13,826.67,4.72
3,815,25,9,3,0,1,755.0,7.25,800.0,6.78
3,828,25,9,3,0,2,815.0,2.51,804.0,5.3
4,1000,25,9,3,0,0,962.0,3.7,985.67,4.28
4,967,25,9,3,0,1,999.0,4.31,999.0,4.35
4,993,25,9,3,0,2,954.0,2.45,971.67,3.49
5,953,25,9,3,0,0,918.0,2.86,939.67,3.96
5,933,25,9,3,0,1,904.0,1.31,911.67,2.48
5,961,25,9,3,0,2,977.0,7.22,933.0,3.8
1,981,26,9,4,0,0,948.0,3.46,925.33,1.91
1,1000,26,9,4,0,1,927.0,2.01,931.33,2.18
1,995,26,9,4,0,2,927.0,2.42,934.0,2.63
2,912,26,9,4,0,0,891.0,4.09,913.0,5.51
2,899,26,9,4,0,1,961.0,1.54,930.33,4.22
2,896,26,9,4,0,2,971.0,6.63,941.0,4.09
3,783,26,9,4,0,0,806.0,4.95,792.0,4.9
3,800,26,9,4,0,1,784.0,7.11,801.67,4.86
3,794,26,9,4,0,2,811.0,5.26,800.33,5.77
4,982,26,9,4,0,0,958.0,2.24,970.33,3.0
4,1003,26,9,4,0,1,972.0,3.48,961.33,2.72
4,1007,26,9,4,0,2,948.0,2.67,959.33,2.8
5,943,26,9,4,0,0,986.0,5.47,955.67,4.67
5,968,26,9,4,0,1,1001.0,2.44,988.0,5.04
5,955,26,9,4,0,2,909.0,6.48,965.33,4.8
1,974,27,9,5,1,0,975.0,4.51,943.0,2.98
1,1026,27,9,5,1,1,1051.0,6.33,984.33,4.42
1,1015,27,9,5,1,2,928.0,3.23,984.67,4.69
2,920,27,9,5,1,0,875.0,6.72,935.67,4.96
2,908,27,9,5,1,1,973.0,6.62,939.67,6.66
2,853,27,9,5,1,2,923.0,6.48,923.67,6.61
3,821,27,9,5,1,0,813.0,4.58,802.67,5.65
3,801,27,9,5,1,1,832.0,5.45,818.67,5.1
3,807,27,9,5,1,2,820.0,5.42,821.67,5.15
4,1010,27,9,5,1,0,978.0,1.51,966.0,2.55
4,1038,27,9,5,1,1,1005.0,6.69,977.0,3.62
4,989,27,9,5,1,2,973.0,3.18,985.33,3.79
5,939,27,9,5,1,0,938.0,4.19,949.33,4.37
5,932,27,9,5,1,1,944.0,6.35,930.33,5.67
5,928,27,9,5,1,2,914.0,4.29,932.0,4.94
1,978,28,9,6,1,0,977.0,2.79,985.33,4.12
1,962,28,9,6,1,1,951.0,2.66,952.0,2.89
1,1008,28,9,6,1,2,975.0,5.98,967.67,3.81
2,939,28,9,6,1,0,944.0,6.53,946.67,6.54
2,941,28,9,6,1,1,909.0,7.15,925.33,6.72
2,882,28,9,6,1,2,963.0,3.22,938.67,5.63
3,794,28,9,6,1,0,855.0,2.06,835.67,4.31
3,824,28,9,6,1,1,807.0,7.03,827.33,4.84
3,808,28,9,6,1,2,782.0,2.98,814.67,4.02
4,1002,28,9,6,1,0,985.0,5.83,987.67,5.23
4,994,28,9,6,1,1,985.0,3.24,981.0,4.08
4,1023,28,9,6,1,2,951.0,5.0,973.67,4.69
5,928,28,9,6,1,0,937.0,5.07,931.67,5.24
5,959,28,9,6,1,1,945.0,1.15,932.0,3.5
5,956,28,9,6,1,2,992.0,5.43,958.0,3.88
1,1000,29,9,0,0,0,1036.0,1.71,987.33,3.45
1,1015,29,9,0,0,1,892.0,2.09,967.67,3.26
1,1000,29,9,0,0,2,862.0,6.1,930.0,3.3
2,889,29,9,0,0,0,924.0,1.6,932.0,3.99
2,901,29,9,0,0,1,928.0,5.4,938.33,3.41
2,868,29,9,0,0,2,848.0,7.02,900.0,4.67
3,812,29,9,0,0,0,807.0,5.61,798.67,5.21
3,817,29,9,0,0,1,826.0,3.73,805.0,4.11
3,786,29,9,0,0,2,796.0,5.13,809.67,4.82
4,982,29,9,0,0,0,957.0,5.9,964.33,4.71
4,987,29,9,0,0,1,952.0,3.64,953.33,4.85
4,998,29,9,0,0,2,970.0,2.41,959.67,3.98
5,954,29,9,0,0,0,927.0,3.94,954.67,3.51
5,982,29,9,0,0,1,879.0,6.49,932.67,5.29
5,979,29,9,0,0,2,987.0,4.08,931.0,4.84
1,1016,30,9,1,0,0,909.0,1.52,887.67,3.24
1,1002,30,9,1,0,1,968.0,6.38,913.0,4.67
1,981,30,9,1,0,2,975.0,1.81,950.67,3.24
2,933,30,9,1,0,0,934.0,1.99,903.33,4.8
2,895,30,9,1,0,1,907.0,6.11,896.33,5.04
2,905,30,9,1,0,2,928.0,4.13,923.0,4.08
3,812,30,9,1,0,0,738.0,7.29,786.67,5.38
3,801,30,9,1,0,1,872.0,4.18,802.0,5.53
3,823,30,9,1,0,2,805.0,2.78,805.0,4.75
4,1009,30,9,1,0,0,994.0,1.19,972.0,2.41
4,1019,30,9,1,0,1,962.0,1.03,975.33,1.54
4,1008,30,9,1,0,2,904.0,1.42,953.33,1.21
5,949,30,9,1,0,0,943.0,5.98,936.33,5.52
5,951,30,9,1,0,1,833.0,2.91,921.0,4.32
5,948,30,9,1,0,2,961.0,6.06,912.33,4.98
1,974,1,10,2,0,0,1003.0,1.18,982.0,3.12
1,979,1,10,2,0,1,911.0,2.57,963.0,1.85
1,1014,1,10,2,0,2,948.0,7.24,954.0,3.66
2,874,1,10,2,0,0,872.0,2.24,902.33,4.16
2,891,1,10,2,0,1,853.0,5.54,884.33,3.97
2,878,1,10,2,0,2,891.0,3.15,872.0,3.64
3,790,1,10,2,0,0,772.0,6.08,816.33,4.35
3,796,1,10,2,0,1,790.0,1.13,789.0,3.33
3,791,1,10,2,0,2,772.0,1.4,778.0,2.87
4,971,1,10,2,0,0,961.0,4.85,942.33,2.43
4,996,1,10,2,0,1,968.0,5.47,944.33,3.91
4,980,1,10,2,0,2,957.0,2.05,962.0,4.12
5,937,1,10,2,0,0,947.0,1.25,913.67,3.41
5,964,1,10,2,0,1,985.0,1.2,964.33,2.84
5,969,1,10,2,0,2,966.0,6.94,966.0,3.13
1,973,2,10,3,0,0,949.0,5.01,936.0,4.94
1,1031,2,10,3,0,1,924.0,6.57,940.33,6.27
1,989,2,10,3,0,2,985.0,3.24,952.67,4.94
2,887,2,10,3,0,0,901.0,4.35,881.67,4.35
2,882,2,10,3,0,1,952.0,3.94,914.67,3.81
2,901,2,10,3,0,2,907.0,5.13,920.0,4.47
3,839,2,10,3,0,0,759.0,4.65,773.67,2.39
3,769,2,10,3,0,1,807.0,1.34,779.33,2.46
3,758,2,10,3,0,2,773.0,6.53,779.67,4.17
4,1005,2,10,3,0,0,1002.0,1.67,975.67,3.06
4,1011,2,10,3,0,1,1000.0,5.3,986.33,3.01
4,1001,2,10,3,0,2,957.0,4.2,986.33,3.72
5,961,2,10,3,0,0,932.0,5.57,961.0,4.57
5,927,2,10,3,0,1,947.0,7.34,948.33,6.62
5,931,2,10,3,0,2,931.0,2.31,936.67,5.07
1,1002,3,10,4,0,0,975.0,6.25,961.33,5.35
1,1035,3,10,4,0,1,939.0,6.57,966.33,5.35
1,1011,3,10,4,0,2,883.0,5.66,932.33,6.16
2,912,3,10,4,0,0,969.0,1.52,942.67,3.53
2,878,3,10,4,0,1,962.0,3.41,946.0,3.35
2,908,3,10,4,0,2,908.0,3.81,946.33,2.91
3,776,3,10,4,0,0,780.0,2.38,786.67,3.42
3,835,3,10,4,0,1,843.0,6.75,798.67,5.22
3,779,3,10,4,0,2,798.0,3.74,807.0,4.29
4,984,3,10,4,0,0,1049.0,2.51,1002.0,4.0
4,970,3,10,4,0,1,916.0,2.35,974.0,3.02
4,1001,3,10,4,0,2,1039.0,5.72,1001.33,3.53
5,950,3,10,4,0,0,934.0,5.37,937.33,5.01
5,980,3,10,4,0,1,949.0,2.16,938.0,3.28
5,965,3,10,4,0,2,940.0,2.59,941.0,3.37
1,984,4,10,5,1,0,930.0,3.23,917.33,5.15
1,1017,4,10,5,1,1,996.0,6.57,936.33,5.15
1,975,4,10,5,1,2,980.0,3.35,968.67,4.38
2,885,4,10,5,1,0,941.0,5.71,937.0,4.31
2,902,4,10,5,1,1,885.0,7.14,911.33,5.55
2,877,4,10,5,1,2,855.0,2.62,893.67,5.16
3,821,4,10,5,1,0,826.0,6.88,822.33,5.79
3,845,4,10,5,1,1,846.0,1.86,823.33,4.16
3,794,4,10,5,1,2,798.0,2.56,823.33,3.77
4,986,4,10,5,1,0,1035.0,1.8,996.67,3.29
4,997,4,10,5,1,1,983.0,3.25,1019.0,3.59
4,988,4,10,5,1,2,928.0,6.36,982.0,3.8
5,955,4,10,5,1,0,928.0,2.62,939.0,2.46
5,923,4,10,5,1,1,912.0,5.59,926.67,3.6
5,956,4,10,5,1,2,916.0,1.19,918.67,3.13
1,1038,5,10,6,1,0,836.0,4.89,937.33,4.94
1,959,5,10,6,1,1,937.0,6.39,917.67,4.88
1,976,5,10,6,1,2,1033.0,6.18,935.33,5.82
2,891,5,10,6,1,0,848.0,5.99,862.67,5.25
2,910,5,10,6,1,1,909.0,1.73,870.67,3.45
2,917,5,10,6,1,2,897.0,4.47,884.67,4.06
3,816,5,10,6,1,0,819.0,1.44,821.0,1.95
3,766,5,10,6,1,1,829.0,3.04,815.33,2.35
3,786,5,10,6,1,2,796.0,4.33,814.67,2.94
4,981,5,10,6,1,0,917.0,4.97,942.67,4.86
4,998,5,10,6,1,1,993.0,4.34,946.0,5.22
4,1000,5,10,6,1,2,1063.0,1.94,991.0,3.75
5,922,5,10,6,1,0,916.0,5.76,914.67,4.18
5,941,5,10,6,1,1,974.0,2.31,935.33,3.09
5,961,5,10,6,1,2,888.0,5.33,926.0,4.47
1,987,6,10,0,0,0,991.0,2.36,987.0,4.98
1,995,6,10,0,0,1,1026.0,2.1,1016.67,3.55
1,1033,6,10,0,0,2,984.0,6.99,1000.33,3.82
2,939,6,10,0,0,0,898.0,6.94,901.33,4.38
2,856,6,10,0,0,1,996.0,6.57,930.33,5.99
2,902,6,10,0,0,2,897.0,4.68,930.33,6.06
3,858,6,10,0,0,0,836.0,3.91,820.33,3.76
3,809,6,10,0,0,1,847.0,5.26,826.33,4.5
3,800,6,10,0,0,2,865.0,1.7,849.33,3.62
4,1026,6,10,0,0,0,974.0,1.12,1010.0,2.47
4,1004,6,10,0,0,1,977.0,6.6,1004.67,3.22
4,1014,6,10,0,0,2,993.0,6.05,981.33,4.59
5,945,6,10,0,0,0,905.0,6.6,922.33,4.75
5,954,6,10,0,0,1,948.0,3.66,913.67,5.2
5,958,6,10,0,0,2,977.0,6.24,943.33,5.5
1,1017,7,10,1,0,0,969.0,5.46,993.0,4.85
1,991,7,10,1,0,1,938.0,6.29,963.67,6.25
1,990,7,10,1,0,2,1005.0,1.76,970.67,4.5
2,861,7,10,1,0,0,944.0,2.38,945.67,4.54
2,892,7,10,1,0,1,900.0,3.43,913.67,3.5
2,919,7,10,1,0,2,963.0,3.51,935.67,3.11
3,809,7,10,1,0,0,754.0,5.28,822.0,4.08
3,780,7,10,1,0,1,774.0,2.52,797.67,3.17
3,761,7,10,1,0,2,747.0,1.45,758.33,3.08
4,997,7,10,1,0,0,1044.0,6.62,1004.67,6.42
4,1018,7,10,1,0,1,1020.0,4.05,1019.0,5.57
4,990,7,10,1,0,2,1019.0,4.41,1027.67,5.03
5,921,7,10,1,0,0,880.0,5.88,935.0,5.26
5,938,7,10,1,0,1,874.0,4.79,910.33,5.64
5,956,7,10,1,0,2,864.0,4.42,872.67,5.03
1,1024,8,10,2,0,0,943.0,3.08,962.0,3.71
1,994,8,10,2,0,1,972.0,5.63,973.33,3.49
1,1021,8,10,2,0,2,980.0,2.58,965.0,3.76
2,918,8,10,2,0,0,866.0,3.88,909.67,3.61
2,876,8,10,2,0,1,869.0,4.19,899.33,3.86
2,925,8,10,2,0,2,888.0,2.63,874.33,3.57
3,805,8,10,2,0,0,865.0,5.05,795.33,3.01
3,775,8,10,2,0,1,755.0,4.55,789.0,3.68
3,835,8,10,2,0,2,836.0,5.64,818.67,5.08
4,997,8,10,2,0,0,967.0,4.16,1002.0,4.21
4,961,8,10,2,0,1,940.0,2.19,975.33,3.59
4,985,8,10,2,0,2,971.0,5.45,959.33,3.93
5,930,8,10,2,0,0,985.0,6.19,907.67,5.13
5,936,8,10,2,0,1,876.0,1.68,908.33,4.1
5,941,8,10,2,0,2,866.0,7.18,909.0,5.02
1,994,9,10,3,0,0,961.0,6.88,971.0,5.03
1,994,9,10,3,0,1,958.0,1.24,966.33,3.57
1,998,9,10,3,0,2,1004.0,5.1,974.33,4.41
2,911,9,10,3,0,0,860.0,6.11,872.33,4.31
2,885,9,10,3,0,1,921.0,6.69,889.67,5.14
2,923,9,10,3,0,2,871.0,4.91,884.0,5.9
3,775,9,10,3,0,0,737.0,2.77,776.0,4.32
3,812,9,10,3,0,1,750.0,6.02,774.33,4.81
3,832,9,10,3,0,2,772.0,2.77,753.0,3.85
4,996,9,10,3,0,0,984.0,5.57,965.0,4.4
4,1003,9,10,3,0,1,1029.0,1.63,994.67,4.22
4,980,9,10,3,0,2,946.0,4.83,986.33,4.01
5,939,9,10,3,0,0,947.0,4.15,896.33,4.34
5,981,9,10,3,0,1,955.0,2.45,922.67,4.59
5,964,9,10,3,0,2,946.0,1.56,949.33,2.72
1,1008,10,10,4,0,0,954.0,6.29,972.0,4.21
1,961,10,10,4,0,1,944.0,4.55,967.33,5.31
1,985,10,10,4,0,2,927.0,4.83,941.67,5.22
2,934,10,10,4,0,0,873.0,3.64,888.33,5.08
2,908,10,10,4,0,1,867.0,3.77,870.33,4.11
2,910,10,10,4,0,2,965.0,5.67,901.67,4.36
3,803,10,10,4,0,0,788.0,5.29,770.0,4.69
3,787,10,10,4,0,1,865.0,1.48,808.33,3.18
3,806,10,10,4,0,2,776.0,2.51,809.67,3.09
4,969,10,10,4,0,0,1065.0,2.11,1013.33,2.86
4,967,10,10,4,0,1,981.0,1.41,997.33,2.78
4,985,10,10,4,0,2,949.0,6.13,998.33,3.22
5,953,10,10,4,0,0,931.0,4.9,944.0,2.97
5,918,10,10,4,0,1,867.0,5.25,914.67,3.9
5,952,10,10,4,0,2,850.0,3.19,882.67,4.45
1,980,11,10,5,1,0,895.0,4.28,922.0,4.55
1,982,11,10,5,1,1,1016.0,4.06,946.0,4.39
1,1025,11,10,5,1,2,966.0,1.33,959.0,3.22
2,900,11,10,5,1,0,922.0,2.74,918.0,4.06
2,881,11,10,5,1,1,903.0,5.45,930.0,4.62
2,903,11,10,5,1,2,906.0,1.63,910.33,3.27
3,770,11,10,5,1,0,759.0,3.31,800.0,2.43
3,807,11,10,5,1,1,770.0,5.29,768.33,3.7
3,822,11,10,5,1,2,849.0,6.08,792.67,4.89
4,1013,11,10,5,1,0,989.0,6.61,973.0,4.72
4,1043,11,10,5,1,1,967.0,6.93,968.33,6.56
4,961,11,10,5,1,2,1028.0,4.37,994.67,5.97
5,952,11,10,5,1,0,944.0,5.32,887.0,4.59
5,923,11,10,5,1,1,937.0,1.78,910.33,3.43
5,946,11,10,5,1,2,917.0,6.33,932.67,4.48
1,1000,12,10,6,1,0,972.0,2.11,984.67,2.5
1,1045,12,10,6,1,1,988.0,2.95,975.33,2.13
1,998,12,10,6,1,2,918.0,1.5,959.33,2.19
2,898,12,10,6,1,0,843.0,3.99,884.0,3.69
2,920,12,10,6,1,1,826.0,3.62,858.33,3.08
2,898,12,10,6,1,2,920.0,3.87,863.0,3.83
3,836,12,10,6,1,0,756.0,7.35,791.67,6.24
3,813,12,10,6,1,1,899.0,4.26,834.67,5.9
3,816,12,10,6,1,2,803.0,3.49,819.33,5.03
4,962,12,10,6,1,0,985.0,5.01,993.33,5.44
4,1039,12,10,6,1,1,990.0,6.07,1001.0,5.15
4,986,12,10,6,1,2,992.0,3.03,989.0,4.7
5,949,12,10,6,1,0,958.0,1.24,937.33,3.12
5,936,12,10,6,1,1,899.0,5.47,924.67,4.35
5,929,12,10,6,1,2,931.0,5.19,929.33,3.97
1,975,13,10,0,0,0,896.0,6.96,934.0,3.8
1,1002,13,10,0,0,1,948.0,4.91,920.67,4.46
1,960,13,10,0,0,2,982.0,5.94,942.0,5.94
2,895,13,10,0,0,0,915.0,6.92,887.0,4.8
2,921,13,10,0,0,1,847.0,1.97,894.0,4.25
2,912,13,10,0,0,2,875.0,1.13,879.0,3.34
3,808,13,10,0,0,0,796.0,6.57,832.67,4.77
3,782,13,10,0,0,1,802.0,7.18,800.33,5.75
3,768,13,10,0,0,2,821.0,3.86,806.33,5.87
4,1020,13,10,0,0,0,973.0,2.11,985.0,3.74
4,991,13,10,0,0,1,900.0,1.64,955.0,2.26
4,998,13,10,0,0,2,931.0,5.0,934.67,2.92
5,946,13,10,0,0,0,929.0,6.26,919.67,5.64
5,963,13,10,0,0,1,921.0,1.29,927.0,4.25
5,986,13,10,0,0,2,989.0,7.31,946.33,4.95
1,1029,14,10,1,0,0,950.0,3.65,960.0,4.83
1,953,14,10,1,0,1,936.0,2.6,956.0,4.06
1,993,14,10,1,0,2,925.0,5.52,937.0,3.92
2,873,14,10,1,0,0,892.0,1.87,871.33,1.66
2,918,14,10,1,0,1,906.0,6.21,891.0,3.07
2,900,14,10,1,0,2,900.0,4.96,899.33,4.35
3,812,14,10,1,0,0,802.0,3.84,808.33,4.96
3,792,14,10,1,0,1,740.0,3.77,787.67,3.82
3,779,14,10,1,0,2,745.0,3.37,762.33,3.66
4,982,14,10,1,0,0,1003.0,5.2,944.67,3.95
4,969,14,10,1,0,1,1001.0,5.92,978.33,5.37
4,974,14,10,1,0,2,1010.0,0.98,1004.67,4.03
5,920,14,10,1,0,0,935.0,7.24,948.33,5.28
5,929,14,10,1,0,1,826.0,2.71,916.67,5.75
5,928,14,10,1,0,2,908.0,4.52,889.67,4.82
1,1007,15,10,2,0,0,937.0,1.37,932.67,3.16
1,1007,15,10,2,0,1,949.0,1.66,937.0,2.85
1,1007,15,10,2,0,2,973.0,4.61,953.0,2.55
2,923,15,10,2,0,0,937.0,4.39,914.33,5.19
2,898,15,10,2,0,1,893.0,4.18,910.0,4.51
2,884,15,10,2,0,2,882.0,5.77,904.0,4.78
3,844,15,10,2,0,0,791.0,3.65,758.67,3.6
3,818,15,10,2,0,1,745.0,3.99,760.33,3.67
3,803,15,10,2,0,2,735.0,6.01,757.0,4.55
4,1001,15,10,2,0,0,956.0,1.04,989.0,2.65
4,1005,15,10,2,0,1,1021.0,3.86,995.67,1.96
4,995,15,10,2,0,2,1007.0,1.18,994.67,2.03
5,952,15,10,2,0,0,945.0,2.38,893.0,3.2
5,959,15,10,2,0,1,1016.0,5.31,956.33,4.07
5,935,15,10,2,0,2,905.0,6.7,955.33,4.8
1,967,16,10,3,0,0,997.0,1.58,973.0,2.62
1,958,16,10,3,0,1,1012.0,4.35,994.0,3.51
1,1017,16,10,3,0,2,968.0,4.35,992.33,3.43
2,868,16,10,3,0,0,864.0,4.11,879.67,4.69
2,909,16,10,3,0,1,885.0,1.45,877.0,3.78
2,876,16,10,3,0,2,907.0,0.98,885.33,2.18
3,777,16,10,3,0,0,773.0,5.39,751.0,5.13
3,785,16,10,3,0,1,761.0,5.93,756.33,5.78
3,803,16,10,3,0,2,758.0,2.07,764.0,4.46
4,974,16,10,3,0,0,960.0,6.8,996.0,3.95
4,987,16,10,3,0,1,1027.0,2.75,998.0,3.58
4,999,16,10,3,0,2,1008.0,1.08,998.33,3.54
5,925,16,10,3,0,0,982.0,1.41,967.67,4.47
5,978,16,10,3,0,1,899.0,3.54,928.67,3.88
5,915,16,10,3,0,2,917.0,4.97,932.67,3.31
1,995,17,10,4,0,0,922.0,5.44,967.33,4.71
1,1025,17,10,4,0,1,968.0,1.22,952.67,3.67
1,973,17,10,4,0,2,1036.0,7.17,975.33,4.61
2,897,17,10,4,0,0,846.0,3.31,879.33,1.91
2,902,17,10,4,0,1,937.0,4.87,896.67,3.05
2,883,17,10,4,0,2,961.0,6.24,914.67,4.81
3,798,17,10,4,0,0,821.0,1.56,780.0,3.19
3,811,17,10,4,0,1,785.0,6.88,788.0,3.5
3,790,17,10,4,0,2,766.0,2.42,790.67,3.62
4,1015,17,10,4,0,0,1019.0,5.03,1018.0,2.95
4,1007,17,10,4,0,1,901.0,4.96,976.0,3.69
4,988,17,10,4,0,2,971.0,6.63,963.67,5.54
5,972,17,10,4,0,0,919.0,6.03,911.67,4.85
5,935,17,10,4,0,1,964.0,6.5,933.33,5.83
5,967,17,10,4,0,2,906.0,6.4,929.67,6.31
1,985,18,10,5,1,0,924.0,7.23,976.0,5.21
1,993,18,10,5,1,1,961.0,4.0,973.67,6.13
1,996,18,10,5,1,2,969.0,6.01,951.33,5.75
2,906,18,10,5,1,0,920.0,5.25,939.33,5.45
2,851,18,10,5,1,1,907.0,7.26,929.33,6.25
2,909,18,10,5,1,2,848.0,7.02,891.67,6.51
3,797,18,10,5,1,0,758.0,3.81,769.67,4.37
3,805,18,10,5,1,1,773.0,2.4,765.67,2.88
3,810,18,10,5,1,2,849.0,5.77,793.33,3.99
4,1007,18,10,5,1,0,968.0,5.19,946.67,5.59
4,959,18,10,5,1,1,989.0,2.94,976.0,4.92
4,978,18,10,5,1,2,1084.0,4.66,1013.67,4.26
5,956,18,10,5,1,0,923.0,5.91,931.0,6.27
5,953,18,10,5,1,1,945.0,5.88,924.67,6.06
5,934,18,10,5,1,2,924.0,0.96,930.67,4.25
1,1014,19,10,6,1,0,979.0,5.23,969.67,5.08
1,994,19,10,6,1,1,941.0,6.18,963.0,5.81
1,1017,19,10,6,1,2,915.0,2.35,945.0,4.59
2,924,19,10,6,1,0,915.0,6.25,890.0,6.84
2,905,19,10,6,1,1,915.0,2.24,892.67,5.17
2,911,19,10,6,1,2,947.0,4.63,925.67,4.37
3,787,19,10,6,1,0,800.0,4.53,807.33,4.23
3,817,19,10,6,1,1,768.0,7.13,805.67,5.81
3,804,19,10,6,1,2,825.0,3.4,797.67,5.02
4,994,19,10,6,1,0,1010.0,5.16,1027.67,4.25
4,975,19,10,6,1,1,962.0,6.6,1018.67,5.47
4,990,19,10,6,1,2,1049.0,6.67,1007.0,6.14
5,927,19,10,6,1,0,881.0,2.65,916.67,3.16
5,965,19,10,6,1,1,873.0,5.52,892.67,3.04
5,974,19,10,6,1,2,859.0,0.92,871.0,3.03
1,1018,20,10,0,0,0,1016.0,4.96,957.33,4.5
1,1049,20,10,0,0,1,1000.0,1.57,977.0,2.96
1,990,20,10,0,0,2,927.0,5.12,981.0,3.88
2,911,20,10,0,0,0,875.0,1.02,912.33,2.63
2,876,20,10,0,0,1,961.0,4.66,927.67,3.44
2,896,20,10,0,0,2,980.0,4.95,938.67,3.54
3,770,20,10,0,0,0,764.0,2.92,785.67,4.48
3,811,20,10,0,0,1,823.0,6.26,804.0,4.19
3,792,20,10,0,0,2,767.0,1.29,784.67,3.49
4,958,20,10,0,0,0,964.0,4.84,991.67,6.04
4,986,20,10,0,0,1,1007.0,6.06,1006.67,5.86
4,1035,20,10,0,0,2,1018.0,4.41,996.33,5.1
5,958,20,10,0,0,0,868.0,6.06,866.67,4.17
5,965,20,10,0,0,1,922.0,3.86,883.0,3.61
5,952,20,10,0,0,2,926.0,4.93,905.33,4.95
1,996,21,10,1,0,0,1052.0,1.41,993.0,2.7
1,1000,21,10,1,0,1,909.0,5.11,962.67,3.88
1,1004,21,10,1,0,2,1024.0,6.06,995.0,4.19
2,878,21,10,1,0,0,940.0,2.79,960.33,4.13
2,915,21,10,1,0,1,861.0,3.48,927.0,3.74
2,922,21,10,1,0,2,975.0,2.21,925.33,2.83
3,796,21,10,1,0,0,799.0,3.15,796.33,3.57
3,789,21,10,1,0,1,805.0,2.9,790.33,2.45
3,785,21,10,1,0,2,729.0,7.02,777.67,4.36
4,1035,21,10,1,0,0,934.0,3.11,986.33,4.53
4,990,21,10,1,0,1,916.0,6.44,956.0,4.65
4,1013,21,10,1,0,2,1000.0,4.03,950.0,4.53
5,946,21,10,1,0,0,925.0,5.71,924.33,4.83
5,945,21,10,1,0,1,928.0,3.83,926.33,4.82
5,934,21,10,1,0,2,1000.0,5.75,951.0,5.1
1,980,22,10,2,0,0,940.0,6.37,957.67,5.85
1,1014,22,10,2,0,1,968.0,1.83,977.33,4.75
1,980,22,10,2,0,2,980.0,7.11,962.67,5.1
2,909,22,10,2,0,0,961.0,3.32,932.33,3.0
2,901,22,10,2,0,1,895.0,2.72,943.67,2.75
2,915,22,10,2,0,2,891.0,2.62,915.67,2.89
3,787,22,10,2,0,0,781.0,6.58,771.67,5.5
3,821,22,10,2,0,1,814.0,5.9,774.67,6.5
3,797,22,10,2,0,2,859.0,1.38,818.0,4.62
4,1051,22,10,2,0,0,958.0,4.1,958.0,4.86
4,967,22,10,2,0,1,883.0,3.29,947.0,3.81
4,1048,22,10,2,0,2,1015.0,6.8,952.0,4.73
5,947,22,10,2,0,0,905.0,4.94,944.33,4.84
5,954,22,10,2,0,1,950.0,1.25,951.67,3.98
5,937,22,10,2,0,2,867.0,5.76,907.33,3.98
1,968,23,10,3,0,0,999.0,1.38,982.33,3.44
1,989,23,10,3,0,1,981.0,2.29,986.67,3.59
1,992,23,10,3,0,2,899.0,4.67,959.67,2.78
2,903,23,10,3,0,0,890.0,2.73,892.0,2.69
2,922,23,10,3,0,1,898.0,3.23,893.0,2.86
2,903,23,10,3,0,2,870.0,6.45,886.0,4.14
3,804,23,10,3,0,0,789.0,4.13,820.67,3.8
3,807,23,10,3,0,1,759.0,6.53,802.33,4.01
3,764,23,10,3,0,2,802.0,5.65,783.33,5.44
4,966,23,10,3,0,0,982.0,7.01,960.0,5.7
4,970,23,10,3,0,1,965.0,1.53,987.33,5.11
4,992,23,10,3,0,2,937.0,2.09,961.33,3.54
5,912,23,10,3,0,0,908.0,7.25,908.33,4.75
