production_id,machine_id,production_date,shift,units_produced,units_rejected,production_time_hours,target_id,target_date,target_quantity,target_achievement_percent,total_output,rejection_rate_percent,production_rate_per_hour,total_defects,defect_type_count,quality_defect_rate_percent,total_downtime_hours,downtime_event_count,average_downtime_hours,available_hours,operating_hours,utilization_percent,sensor_value_mean,sensor_value_min,sensor_value_max,sensor_value_std,sensor_reading_count,maintenance_event_count,total_maintenance_downtime,average_maintenance_downtime,total_maintenance_cost,completed_maintenance_count,production_day,production_month,production_day_of_week,is_weekend,shift_encoded,previous_units_produced,previous_rejection_rate,rolling_3_production_avg,rolling_3_rejection_avg
6,2,2026-07-20,Night,930,72,8.0,6,2026-07-20,912,101.97,1002,7.19,116.25,18,1,1.8,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,20,7,0,0,2,963.0,1.13,926.5,3.82
19,2,2026-07-21,Morning,899,11,8.0,19,2026-07-21,899,100.0,910,1.21,112.38,2,1,0.22,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,21,7,1,0,0,930.0,7.19,927.67,4.94
20,2,2026-07-21,Afternoon,857,63,8.0,20,2026-07-21,913,93.87,920,6.85,107.12,13,1,1.41,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,21,7,1,0,1,899.0,1.21,930.67,3.18
21,2,2026-07-21,Night,932,29,8.0,21,2026-07-21,900,103.56,961,3.02,116.5,9,1,0.94,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,21,7,1,0,2,857.0,6.85,895.33,5.08
34,2,2026-07-22,Morning,924,61,8.0,34,2026-07-22,891,103.7,985,6.19,115.5,24,1,2.44,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,22,7,2,0,0,932.0,3.02,896.0,3.69
35,2,2026-07-22,Afternoon,941,60,8.0,35,2026-07-22,928,101.4,1001,5.99,117.62,22,1,2.2,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,22,7,2,0,1,924.0,6.19,904.33,5.35
36,2,2026-07-22,Night,937,14,8.0,36,2026-07-22,903,103.77,951,1.47,117.12,2,1,0.21,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,22,7,2,0,2,941.0,5.99,932.33,5.07
49,2,2026-07-23,Morning,891,34,8.0,49,2026-07-23,931,95.7,925,3.68,111.38,7,1,0.76,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,23,7,3,0,0,937.0,1.47,934.0,4.55
50,2,2026-07-23,Afternoon,914,57,8.0,50,2026-07-23,889,102.81,971,5.87,114.25,12,1,1.24,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,23,7,3,0,1,891.0,3.68,923.0,3.71
51,2,2026-07-23,Night,867,65,8.0,51,2026-07-23,891,97.31,932,6.97,108.38,19,1,2.04,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,23,7,3,0,2,914.0,5.87,914.0,3.67
64,2,2026-07-24,Morning,916,54,8.0,64,2026-07-24,913,100.33,970,5.57,114.5,15,1,1.55,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,24,7,4,0,0,867.0,6.97,890.67,5.51
65,2,2026-07-24,Afternoon,910,70,8.0,65,2026-07-24,877,103.76,980,7.14,113.75,25,1,2.55,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,24,7,4,0,1,916.0,5.57,899.0,6.14
66,2,2026-07-24,Night,897,24,8.0,66,2026-07-24,907,98.9,921,2.61,112.12,7,1,0.76,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,24,7,4,0,2,910.0,7.14,897.67,6.56
79,2,2026-07-25,Morning,837,46,8.0,79,2026-07-25,883,94.79,883,5.21,104.62,14,1,1.59,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,25,7,5,1,0,897.0,2.61,907.67,5.11
80,2,2026-07-25,Afternoon,902,20,8.0,80,2026-07-25,909,99.23,922,2.17,112.75,4,1,0.43,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,25,7,5,1,1,837.0,5.21,881.33,4.99
81,2,2026-07-25,Night,863,65,8.0,81,2026-07-25,888,97.18,928,7.0,107.88,22,1,2.37,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,25,7,5,1,2,902.0,2.17,878.67,3.33
94,2,2026-07-26,Morning,909,66,8.0,94,2026-07-26,884,102.83,975,6.77,113.62,16,1,1.64,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,26,7,6,1,0,863.0,7.0,867.33,4.79
95,2,2026-07-26,Afternoon,911,9,8.0,95,2026-07-26,872,104.47,920,0.98,113.88,2,1,0.22,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,26,7,6,1,1,909.0,6.77,891.33,5.31
96,2,2026-07-26,Night,871,18,8.0,96,2026-07-26,885,98.42,889,2.02,108.88,4,1,0.45,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,26,7,6,1,2,911.0,0.98,894.33,4.92
109,2,2026-07-27,Morning,925,27,8.0,109,2026-07-27,911,101.54,952,2.84,115.62,9,1,0.95,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,27,7,0,0,0,871.0,2.02,897.0,3.26
110,2,2026-07-27,Afternoon,865,10,8.0,110,2026-07-27,892,96.97,875,1.14,108.12,2,1,0.23,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,27,7,0,0,1,925.0,2.84,902.33,1.95
111,2,2026-07-27,Night,857,64,8.0,111,2026-07-27,911,94.07,921,6.95,107.12,23,1,2.5,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,27,7,0,0,2,865.0,1.14,887.0,2.0
124,2,2026-07-28,Morning,854,52,8.0,124,2026-07-28,892,95.74,906,5.74,106.75,15,1,1.66,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,28,7,1,0,0,857.0,6.95,882.33,3.64
125,2,2026-07-28,Afternoon,943,33,8.0,125,2026-07-28,900,104.78,976,3.38,117.88,8,1,0.82,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,28,7,1,0,1,854.0,5.74,858.67,4.61
126,2,2026-07-28,Night,942,28,8.0,126,2026-07-28,925,101.84,970,2.89,117.75,5,1,0.52,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,28,7,1,0,2,943.0,3.38,884.67,5.36
139,2,2026-07-29,Morning,871,46,8.0,139,2026-07-29,912,95.5,917,5.02,108.88,17,1,1.85,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,29,7,2,0,0,942.0,2.89,913.0,4.0
140,2,2026-07-29,Afternoon,927,14,8.0,140,2026-07-29,903,102.66,941,1.49,115.88,5,1,0.53,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,29,7,2,0,1,871.0,5.02,918.67,3.76
141,2,2026-07-29,Night,901,43,8.0,141,2026-07-29,891,101.12,944,4.56,112.62,6,1,0.64,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,29,7,2,0,2,927.0,1.49,913.33,3.13
154,2,2026-07-30,Morning,941,25,8.0,154,2026-07-30,937,100.43,966,2.59,117.62,9,1,0.93,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,30,7,3,0,0,901.0,4.56,899.67,3.69
155,2,2026-07-30,Afternoon,950,10,8.0,155,2026-07-30,871,109.07,960,1.04,118.75,1,1,0.1,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,30,7,3,0,1,941.0,2.59,923.0,2.88
156,2,2026-07-30,Night,871,15,8.0,156,2026-07-30,856,101.75,886,1.69,108.88,5,1,0.56,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,30,7,3,0,2,950.0,1.04,930.67,2.73
169,2,2026-07-31,Morning,963,40,8.0,169,2026-07-31,869,110.82,1003,3.99,120.38,13,1,1.3,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,31,7,4,0,0,871.0,1.69,920.67,1.77
170,2,2026-07-31,Afternoon,850,40,8.0,170,2026-07-31,886,95.94,890,4.49,106.25,11,1,1.24,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,31,7,4,0,1,963.0,3.99,928.0,2.24
171,2,2026-07-31,Night,893,69,8.0,171,2026-07-31,899,99.33,962,7.17,111.62,12,1,1.25,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,31,7,4,0,2,850.0,4.49,894.67,3.39
184,2,2026-08-01,Morning,891,35,8.0,184,2026-08-01,926,96.22,926,3.78,111.38,11,1,1.19,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,1,8,5,1,0,893.0,7.17,902.0,5.22
185,2,2026-08-01,Afternoon,933,16,8.0,185,2026-08-01,903,103.32,949,1.69,116.62,6,1,0.63,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,1,8,5,1,1,891.0,3.78,878.0,5.15
186,2,2026-08-01,Night,932,68,8.0,186,2026-08-01,914,101.97,1000,6.8,116.5,21,1,2.1,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,1,8,5,1,2,933.0,1.69,905.67,4.21
199,2,2026-08-02,Morning,916,48,8.0,199,2026-08-02,890,102.92,964,4.98,114.5,7,1,0.73,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,2,8,6,1,0,932.0,6.8,918.67,4.09
200,2,2026-08-02,Afternoon,877,14,8.0,200,2026-08-02,851,103.06,891,1.57,109.62,4,1,0.45,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,2,8,6,1,1,916.0,4.98,927.0,4.49
201,2,2026-08-02,Night,909,13,8.0,201,2026-08-02,868,104.72,922,1.41,113.62,2,1,0.22,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,2,8,6,1,2,877.0,1.57,908.33,4.45
214,2,2026-08-03,Morning,866,44,8.0,214,2026-08-03,859,100.81,910,4.84,108.25,12,1,1.32,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,3,8,0,0,0,909.0,1.41,900.67,2.65
215,2,2026-08-03,Afternoon,895,26,8.0,215,2026-08-03,895,100.0,921,2.82,111.88,8,1,0.87,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,3,8,0,0,1,866.0,4.84,884.0,2.61
216,2,2026-08-03,Night,916,64,8.0,216,2026-08-03,886,103.39,980,6.53,114.5,15,1,1.53,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,3,8,0,0,2,895.0,2.82,890.0,3.02
229,2,2026-08-04,Morning,864,63,8.0,229,2026-08-04,917,94.22,927,6.8,108.0,20,1,2.16,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,4,8,1,0,0,916.0,6.53,892.33,4.73
230,2,2026-08-04,Afternoon,919,62,8.0,230,2026-08-04,912,100.77,981,6.32,114.88,10,1,1.02,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,4,8,1,0,1,864.0,6.8,891.67,5.38
231,2,2026-08-04,Night,847,63,8.0,231,2026-08-04,920,92.07,910,6.92,105.88,23,1,2.53,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,4,8,1,0,2,919.0,6.32,899.67,6.55
244,2,2026-08-05,Morning,920,52,8.0,244,2026-08-05,888,103.6,972,5.35,115.0,15,1,1.54,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,5,8,2,0,0,847.0,6.92,876.67,6.68
245,2,2026-08-05,Afternoon,838,15,8.0,245,2026-08-05,899,93.21,853,1.76,104.75,2,1,0.23,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,5,8,2,0,1,920.0,5.35,895.33,6.2
246,2,2026-08-05,Night,951,54,8.0,246,2026-08-05,942,100.96,1005,5.37,118.88,12,1,1.19,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,5,8,2,0,2,838.0,1.76,868.33,4.68
259,2,2026-08-06,Morning,831,35,8.0,259,2026-08-06,875,94.97,866,4.04,103.88,6,1,0.69,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,6,8,3,0,0,951.0,5.37,903.0,4.16
260,2,2026-08-06,Afternoon,897,70,8.0,260,2026-08-06,870,103.1,967,7.24,112.12,17,1,1.76,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,6,8,3,0,1,831.0,4.04,873.33,3.72
261,2,2026-08-06,Night,817,44,8.0,261,2026-08-06,904,90.38,861,5.11,102.12,15,1,1.74,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,6,8,3,0,2,897.0,7.24,893.0,5.55
274,2,2026-08-07,Morning,908,67,8.0,274,2026-08-07,907,100.11,975,6.87,113.5,10,1,1.03,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,7,8,4,0,0,817.0,5.11,848.33,5.46
275,2,2026-08-07,Afternoon,895,59,8.0,275,2026-08-07,909,98.46,954,6.18,111.88,11,1,1.15,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,7,8,4,0,1,908.0,6.87,874.0,6.41
276,2,2026-08-07,Night,891,55,8.0,276,2026-08-07,905,98.45,946,5.81,111.38,10,1,1.06,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,7,8,4,0,2,895.0,6.18,873.33,6.05
289,2,2026-08-08,Morning,967,63,8.0,289,2026-08-08,874,110.64,1030,6.12,120.88,16,1,1.55,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,8,8,5,1,0,891.0,5.81,898.0,6.29
290,2,2026-08-08,Afternoon,935,41,8.0,290,2026-08-08,923,101.3,976,4.2,116.88,8,1,0.82,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,8,8,5,1,1,967.0,6.12,917.67,6.04
291,2,2026-08-08,Night,903,46,8.0,291,2026-08-08,890,101.46,949,4.85,112.88,7,1,0.74,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,8,8,5,1,2,935.0,4.2,931.0,5.38
304,2,2026-08-09,Morning,863,60,8.0,304,2026-08-09,893,96.64,923,6.5,107.88,20,1,2.17,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,9,8,6,1,0,903.0,4.85,935.0,5.06
305,2,2026-08-09,Afternoon,876,19,8.0,305,2026-08-09,893,98.1,895,2.12,109.5,4,1,0.45,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,9,8,6,1,1,863.0,6.5,900.33,5.18
306,2,2026-08-09,Night,930,52,8.0,306,2026-08-09,941,98.83,982,5.3,116.25,16,1,1.63,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,9,8,6,1,2,876.0,2.12,880.67,4.49
319,2,2026-08-10,Morning,921,39,8.0,319,2026-08-10,901,102.22,960,4.06,115.12,10,1,1.04,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,10,8,0,0,0,930.0,5.3,889.67,4.64
320,2,2026-08-10,Afternoon,957,37,8.0,320,2026-08-10,860,111.28,994,3.72,119.62,7,1,0.7,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,10,8,0,0,1,921.0,4.06,909.0,3.83
321,2,2026-08-10,Night,923,62,8.0,321,2026-08-10,918,100.54,985,6.29,115.38,22,1,2.23,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,10,8,0,0,2,957.0,3.72,936.0,4.36
334,2,2026-08-11,Morning,859,26,8.0,334,2026-08-11,904,95.02,885,2.94,107.38,8,1,0.9,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,11,8,1,0,0,923.0,6.29,933.67,4.69
335,2,2026-08-11,Afternoon,900,23,8.0,335,2026-08-11,917,98.15,923,2.49,112.5,8,1,0.87,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,11,8,1,0,1,859.0,2.94,913.0,4.32
336,2,2026-08-11,Night,967,70,8.0,336,2026-08-11,909,106.38,1037,6.75,120.88,22,1,2.12,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,11,8,1,0,2,900.0,2.49,894.0,3.91
349,2,2026-08-12,Morning,889,58,8.0,349,2026-08-12,906,98.12,947,6.12,111.12,14,1,1.48,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,12,8,2,0,0,967.0,6.75,908.67,4.06
350,2,2026-08-12,Afternoon,860,17,8.0,350,2026-08-12,884,97.29,877,1.94,107.5,4,1,0.46,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,12,8,2,0,1,889.0,6.12,918.67,5.12
351,2,2026-08-12,Night,930,56,8.0,351,2026-08-12,898,103.56,986,5.68,116.25,21,1,2.13,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,12,8,2,0,2,860.0,1.94,905.33,4.94
364,2,2026-08-13,Morning,879,65,8.0,364,2026-08-13,927,94.82,944,6.89,109.88,21,1,2.22,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,13,8,3,0,0,930.0,5.68,893.0,4.58
365,2,2026-08-13,Afternoon,860,67,8.0,365,2026-08-13,896,95.98,927,7.23,107.5,10,1,1.08,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,13,8,3,0,1,879.0,6.89,889.67,4.84
366,2,2026-08-13,Night,894,61,8.0,366,2026-08-13,902,99.11,955,6.39,111.75,22,1,2.3,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,13,8,3,0,2,860.0,7.23,889.67,6.6
379,2,2026-08-14,Morning,973,10,8.0,379,2026-08-14,886,109.82,983,1.02,121.62,3,1,0.31,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,14,8,4,0,0,894.0,6.39,877.67,6.84
380,2,2026-08-14,Afternoon,945,53,8.0,380,2026-08-14,945,100.0,998,5.31,118.12,12,1,1.2,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,14,8,4,0,1,973.0,1.02,909.0,4.88
381,2,2026-08-14,Night,889,14,8.0,381,2026-08-14,919,96.74,903,1.55,111.12,3,1,0.33,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,14,8,4,0,2,945.0,5.31,937.33,4.24
394,2,2026-08-15,Morning,868,33,8.0,394,2026-08-15,905,95.91,901,3.66,108.5,8,1,0.89,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,15,8,5,1,0,889.0,1.55,935.67,2.63
395,2,2026-08-15,Afternoon,937,11,8.0,395,2026-08-15,902,103.88,948,1.16,117.12,2,1,0.21,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,15,8,5,1,1,868.0,3.66,900.67,3.51
396,2,2026-08-15,Night,950,24,8.0,396,2026-08-15,898,105.79,974,2.46,118.75,6,1,0.62,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,15,8,5,1,2,937.0,1.16,898.0,2.12
409,2,2026-08-16,Morning,879,24,8.0,409,2026-08-16,880,99.89,903,2.66,109.88,3,1,0.33,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,16,8,6,1,0,950.0,2.46,918.33,2.43
410,2,2026-08-16,Afternoon,941,34,8.0,410,2026-08-16,895,105.14,975,3.49,117.62,6,1,0.62,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,16,8,6,1,1,879.0,2.66,922.0,2.09
411,2,2026-08-16,Night,837,44,8.0,411,2026-08-16,911,91.88,881,4.99,104.62,10,1,1.14,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,16,8,6,1,2,941.0,3.49,923.33,2.87
424,2,2026-08-17,Morning,868,64,8.0,424,2026-08-17,891,97.42,932,6.87,108.5,24,1,2.58,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,17,8,0,0,0,837.0,4.99,885.67,3.71
425,2,2026-08-17,Afternoon,907,26,8.0,425,2026-08-17,902,100.55,933,2.79,113.38,4,1,0.43,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,17,8,0,0,1,868.0,6.87,882.0,5.12
426,2,2026-08-17,Night,860,41,8.0,426,2026-08-17,910,94.51,901,4.55,107.5,15,1,1.66,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,17,8,0,0,2,907.0,2.79,870.67,4.88
439,2,2026-08-18,Morning,919,56,8.0,439,2026-08-18,886,103.72,975,5.74,114.88,11,1,1.13,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,18,8,1,0,0,860.0,4.55,878.33,4.74
440,2,2026-08-18,Afternoon,907,22,8.0,440,2026-08-18,905,100.22,929,2.37,113.38,7,1,0.75,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,18,8,1,0,1,919.0,5.74,895.33,4.36
441,2,2026-08-18,Night,876,39,8.0,441,2026-08-18,883,99.21,915,4.26,109.5,6,1,0.66,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,18,8,1,0,2,907.0,2.37,895.33,4.22
7,3,2026-07-20,Morning,781,17,8.0,7,2026-07-20,811,96.3,798,2.13,97.62,5,1,0.63,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,20,7,0,0,0,,,,
8,3,2026-07-20,Afternoon,821,18,8.0,8,2026-07-20,821,100.0,839,2.15,102.62,2,1,0.24,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,20,7,0,0,1,781.0,2.13,781.0,2.13
9,3,2026-07-20,Night,809,32,8.0,9,2026-07-20,816,99.14,841,3.8,101.12,11,1,1.31,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,20,7,0,0,2,821.0,2.15,801.0,2.14
22,3,2026-07-21,Morning,751,34,8.0,22,2026-07-21,800,93.88,785,4.33,93.88,7,1,0.89,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,21,7,1,0,0,809.0,3.8,803.67,2.69
23,3,2026-07-21,Afternoon,746,58,8.0,23,2026-07-21,818,91.2,804,7.21,93.25,11,1,1.37,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,21,7,1,0,1,751.0,4.33,793.67,3.43
24,3,2026-07-21,Night,807,51,8.0,24,2026-07-21,789,102.28,858,5.94,100.88,20,1,2.33,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,21,7,1,0,2,746.0,7.21,768.67,5.11
37,3,2026-07-22,Morning,766,53,8.0,37,2026-07-22,820,93.41,819,6.47,95.75,9,1,1.1,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,22,7,2,0,0,807.0,5.94,768.0,5.83
38,3,2026-07-22,Afternoon,787,42,8.0,38,2026-07-22,770,102.21,829,5.07,98.38,14,1,1.69,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,22,7,2,0,1,766.0,6.47,773.0,6.54
39,3,2026-07-22,Night,780,24,8.0,39,2026-07-22,805,96.89,804,2.99,97.5,5,1,0.62,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,22,7,2,0,2,787.0,5.07,786.67,5.83
52,3,2026-07-23,Morning,779,51,8.0,52,2026-07-23,794,98.11,830,6.14,97.38,17,1,2.05,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,23,7,3,0,0,780.0,2.99,777.67,4.84
