sensor_id,machine_id,sensor_type,sensor_value,unit,recorded_at
2625,3,Temperature,80.29,°C,2025-11-19 14:00:00
2626,3,Vibration,4.74,mm/s,2025-11-19 14:00:00
2627,3,Temperature,77.62,°C,2025-11-19 22:00:00
2628,3,Vibration,5.05,mm/s,2025-11-19 22:00:00
2629,4,Temperature,66.29,°C,2025-11-19 08:00:00
2630,4,Vibration,3.43,mm/s,2025-11-19 08:00:00
2631,4,Temperature,66.41,°C,2025-11-19 14:00:00
2632,4,Vibration,2.28,mm/s,2025-11-19 14:00:00
2633,4,Temperature,60.92,°C,2025-11-19 22:00:00
2634,4,Vibration,1.89,mm/s,2025-11-19 22:00:00
2635,5,Temperature,63.11,°C,2025-11-19 08:00:00
2636,5,Vibration,3.64,mm/s,2025-11-19 08:00:00
2637,5,Temperature,67.86,°C,2025-11-19 14:00:00
2638,5,Vibration,2.41,mm/s,2025-11-19 14:00:00
2639,5,Temperature,64.12,°C,2025-11-19 22:00:00
2640,5,Vibration,2.27,mm/s,2025-11-19 22:00:00
2641,1,Temperature,68.17,°C,2025-11-20 08:00:00
2642,1,Vibration,3.66,mm/s,2025-11-20 08:00:00
2643,1,Temperature,69.91,°C,2025-11-20 14:00:00
2644,1,Vibration,2.28,mm/s,2025-11-20 14:00:00
2645,1,Temperature,76.93,°C,2025-11-20 22:00:00
2646,1,Vibration,2.43,mm/s,2025-11-20 22:00:00
2647,2,Temperature,66.23,°C,2025-11-20 08:00:00
2648,2,Vibration,3.46,mm/s,2025-11-20 08:00:00
2649,2,Temperature,69.25,°C,2025-11-20 14:00:00
2650,2,Vibration,2.57,mm/s,2025-11-20 14:00:00
2651,2,Temperature,64.31,°C,2025-11-20 22:00:00
2652,2,Vibration,2.32,mm/s,2025-11-20 22:00:00
2653,3,Temperature,79.28,°C,2025-11-20 08:00:00
2654,3,Vibration,5.0,mm/s,2025-11-20 08:00:00
2655,3,Temperature,82.57,°C,2025-11-20 14:00:00
2656,3,Vibration,4.93,mm/s,2025-11-20 14:00:00
2657,3,Temperature,81.88,°C,2025-11-20 22:00:00
2658,3,Vibration,4.47,mm/s,2025-11-20 22:00:00
2659,4,Temperature,65.88,°C,2025-11-20 08:00:00
2660,4,Vibration,3.14,mm/s,2025-11-20 08:00:00
2661,4,Temperature,64.51,°C,2025-11-20 14:00:00
2662,4,Vibration,2.41,mm/s,2025-11-20 14:00:00
2663,4,Temperature,65.25,°C,2025-11-20 22:00:00
2664,4,Vibration,3.06,mm/s,2025-11-20 22:00:00
2665,5,Temperature,64.32,°C,2025-11-20 08:00:00
2666,5,Vibration,3.43,mm/s,2025-11-20 08:00:00
2667,5,Temperature,68.26,°C,2025-11-20 14:00:00
2668,5,Vibration,2.71,mm/s,2025-11-20 14:00:00
2669,5,Temperature,70.64,°C,2025-11-20 22:00:00
2670,5,Vibration,2.11,mm/s,2025-11-20 22:00:00
2671,1,Temperature,71.57,°C,2025-11-21 08:00:00
2672,1,Vibration,3.22,mm/s,2025-11-21 08:00:00
2673,1,Temperature,67.19,°C,2025-11-21 14:00:00
2674,1,Vibration,3.23,mm/s,2025-11-21 14:00:00
2675,1,Temperature,70.85,°C,2025-11-21 22:00:00
2676,1,Vibration,2.91,mm/s,2025-11-21 22:00:00
2677,2,Temperature,70.59,°C,2025-11-21 08:00:00
2678,2,Vibration,2.51,mm/s,2025-11-21 08:00:00
2679,2,Temperature,68.81,°C,2025-11-21 14:00:00
2680,2,Vibration,2.73,mm/s,2025-11-21 14:00:00
2681,2,Temperature,66.16,°C,2025-11-21 22:00:00
2682,2,Vibration,3.05,mm/s,2025-11-21 22:00:00
2683,3,Temperature,81.38,°C,2025-11-21 08:00:00
2684,3,Vibration,4.26,mm/s,2025-11-21 08:00:00
2685,3,Temperature,76.6,°C,2025-11-21 14:00:00
2686,3,Vibration,5.39,mm/s,2025-11-21 14:00:00
2687,3,Temperature,78.34,°C,2025-11-21 22:00:00
2688,3,Vibration,5.14,mm/s,2025-11-21 22:00:00
2689,4,Temperature,65.16,°C,2025-11-21 08:00:00
2690,4,Vibration,2.32,mm/s,2025-11-21 08:00:00
2691,4,Temperature,70.87,°C,2025-11-21 14:00:00
2692,4,Vibration,2.59,mm/s,2025-11-21 14:00:00
2693,4,Temperature,67.27,°C,2025-11-21 22:00:00
2694,4,Vibration,2.64,mm/s,2025-11-21 22:00:00
2695,5,Temperature,66.31,°C,2025-11-21 08:00:00
2696,5,Vibration,2.69,mm/s,2025-11-21 08:00:00
2697,5,Temperature,71.38,°C,2025-11-21 14:00:00
2698,5,Vibration,3.24,mm/s,2025-11-21 14:00:00
2699,5,Temperature,72.86,°C,2025-11-21 22:00:00
2700,5,Vibration,2.81,mm/s,2025-11-21 22:00:00
2701,1,Temperature,67.37,°C,2025-11-22 08:00:00
2702,1,Vibration,2.78,mm/s,2025-11-22 08:00:00
2703,1,Temperature,66.44,°C,2025-11-22 14:00:00
2704,1,Vibration,3.38,mm/s,2025-11-22 14:00:00
2705,1,Temperature,68.24,°C,2025-11-22 22:00:00
2706,1,Vibration,1.47,mm/s,2025-11-22 22:00:00
2707,2,Temperature,75.39,°C,2025-11-22 08:00:00
2708,2,Vibration,2.51,mm/s,2025-11-22 08:00:00
2709,2,Temperature,66.27,°C,2025-11-22 14:00:00
2710,2,Vibration,3.64,mm/s,2025-11-22 14:00:00
2711,2,Temperature,64.38,°C,2025-11-22 22:00:00
2712,2,Vibration,3.37,mm/s,2025-11-22 22:00:00
2713,3,Temperature,80.24,°C,2025-11-22 08:00:00
2714,3,Vibration,4.34,mm/s,2025-11-22 08:00:00
2715,3,Temperature,87.12,°C,2025-11-22 14:00:00
2716,3,Vibration,5.46,mm/s,2025-11-22 14:00:00
2717,3,Temperature,84.76,°C,2025-11-22 22:00:00
2718,3,Vibration,5.18,mm/s,2025-11-22 22:00:00
2719,4,Temperature,66.8,°C,2025-11-22 08:00:00
2720,4,Vibration,1.88,mm/s,2025-11-22 08:00:00
2721,4,Temperature,65.33,°C,2025-11-22 14:00:00
2722,4,Vibration,2.04,mm/s,2025-11-22 14:00:00
2723,4,Temperature,60.83,°C,2025-11-22 22:00:00
2724,4,Vibration,2.71,mm/s,2025-11-22 22:00:00
2725,5,Temperature,70.47,°C,2025-11-22 08:00:00
2726,5,Vibration,2.51,mm/s,2025-11-22 08:00:00
2727,5,Temperature,66.36,°C,2025-11-22 14:00:00
2728,5,Vibration,2.13,mm/s,2025-11-22 14:00:00
2729,5,Temperature,67.02,°C,2025-11-22 22:00:00
2730,5,Vibration,3.08,mm/s,2025-11-22 22:00:00
2731,1,Temperature,72.37,°C,2025-11-23 08:00:00
2732,1,Vibration,3.27,mm/s,2025-11-23 08:00:00
2733,1,Temperature,68.14,°C,2025-11-23 14:00:00
2734,1,Vibration,2.67,mm/s,2025-11-23 14:00:00
2735,1,Temperature,72.39,°C,2025-11-23 22:00:00
2736,1,Vibration,3.41,mm/s,2025-11-23 22:00:00
2737,2,Temperature,67.48,°C,2025-11-23 08:00:00
2738,2,Vibration,2.59,mm/s,2025-11-23 08:00:00
2739,2,Temperature,71.5,°C,2025-11-23 14:00:00
2740,2,Vibration,2.62,mm/s,2025-11-23 14:00:00
2741,2,Temperature,70.24,°C,2025-11-23 22:00:00
2742,2,Vibration,2.73,mm/s,2025-11-23 22:00:00
2743,3,Temperature,78.86,°C,2025-11-23 08:00:00
2744,3,Vibration,5.81,mm/s,2025-11-23 08:00:00
2745,3,Temperature,82.36,°C,2025-11-23 14:00:00
2746,3,Vibration,4.64,mm/s,2025-11-23 14:00:00
2747,3,Temperature,77.83,°C,2025-11-23 22:00:00
2748,3,Vibration,4.35,mm/s,2025-11-23 22:00:00
2749,4,Temperature,63.88,°C,2025-11-23 08:00:00
2750,4,Vibration,3.46,mm/s,2025-11-23 08:00:00
2751,4,Temperature,63.25,°C,2025-11-23 14:00:00
2752,4,Vibration,3.22,mm/s,2025-11-23 14:00:00
2753,4,Temperature,64.61,°C,2025-11-23 22:00:00
2754,4,Vibration,1.91,mm/s,2025-11-23 22:00:00
2755,5,Temperature,65.58,°C,2025-11-23 08:00:00
2756,5,Vibration,2.06,mm/s,2025-11-23 08:00:00
2757,5,Temperature,64.43,°C,2025-11-23 14:00:00
2758,5,Vibration,2.26,mm/s,2025-11-23 14:00:00
2759,5,Temperature,61.29,°C,2025-11-23 22:00:00
2760,5,Vibration,3.46,mm/s,2025-11-23 22:00:00
2761,1,Temperature,70.63,°C,2025-11-24 08:00:00
2762,1,Vibration,2.66,mm/s,2025-11-24 08:00:00
2763,1,Temperature,70.67,°C,2025-11-24 14:00:00
2764,1,Vibration,2.58,mm/s,2025-11-24 14:00:00
2765,1,Temperature,61.99,°C,2025-11-24 22:00:00
2766,1,Vibration,4.48,mm/s,2025-11-24 22:00:00
2767,2,Temperature,68.57,°C,2025-11-24 08:00:00
2768,2,Vibration,2.51,mm/s,2025-11-24 08:00:00
2769,2,Temperature,62.2,°C,2025-11-24 14:00:00
2770,2,Vibration,2.05,mm/s,2025-11-24 14:00:00
2771,2,Temperature,72.96,°C,2025-11-24 22:00:00
2772,2,Vibration,3.55,mm/s,2025-11-24 22:00:00
2773,3,Temperature,84.26,°C,2025-11-24 08:00:00
2774,3,Vibration,4.44,mm/s,2025-11-24 08:00:00
2775,3,Temperature,86.53,°C,2025-11-24 14:00:00
2776,3,Vibration,5.22,mm/s,2025-11-24 14:00:00
2777,3,Temperature,83.96,°C,2025-11-24 22:00:00
2778,3,Vibration,5.22,mm/s,2025-11-24 22:00:00
2779,4,Temperature,60.48,°C,2025-11-24 08:00:00
2780,4,Vibration,1.9,mm/s,2025-11-24 08:00:00
2781,4,Temperature,63.47,°C,2025-11-24 14:00:00
2782,4,Vibration,2.82,mm/s,2025-11-24 14:00:00
2783,4,Temperature,60.86,°C,2025-11-24 22:00:00
2784,4,Vibration,2.41,mm/s,2025-11-24 22:00:00
2785,5,Temperature,66.47,°C,2025-11-24 08:00:00
2786,5,Vibration,3.1,mm/s,2025-11-24 08:00:00
2787,5,Temperature,69.02,°C,2025-11-24 14:00:00
2788,5,Vibration,2.19,mm/s,2025-11-24 14:00:00
2789,5,Temperature,71.34,°C,2025-11-24 22:00:00
2790,5,Vibration,2.12,mm/s,2025-11-24 22:00:00
2791,1,Temperature,73.28,°C,2025-11-25 08:00:00
2792,1,Vibration,2.72,mm/s,2025-11-25 08:00:00
2793,1,Temperature,70.49,°C,2025-11-25 14:00:00
2794,1,Vibration,3.11,mm/s,2025-11-25 14:00:00
2795,1,Temperature,70.59,°C,2025-11-25 22:00:00
2796,1,Vibration,3.34,mm/s,2025-11-25 22:00:00
2797,2,Temperature,69.17,°C,2025-11-25 08:00:00
2798,2,Vibration,3.19,mm/s,2025-11-25 08:00:00
2799,2,Temperature,69.39,°C,2025-11-25 14:00:00
2800,2,Vibration,2.17,mm/s,2025-11-25 14:00:00
2801,2,Temperature,68.81,°C,2025-11-25 22:00:00
2802,2,Vibration,2.52,mm/s,2025-11-25 22:00:00
2803,3,Temperature,78.67,°C,2025-11-25 08:00:00
2804,3,Vibration,4.86,mm/s,2025-11-25 08:00:00
2805,3,Temperature,82.55,°C,2025-11-25 14:00:00
2806,3,Vibration,5.12,mm/s,2025-11-25 14:00:00
2807,3,Temperature,85.17,°C,2025-11-25 22:00:00
2808,3,Vibration,5.65,mm/s,2025-11-25 22:00:00
2809,4,Temperature,66.01,°C,2025-11-25 08:00:00
2810,4,Vibration,2.76,mm/s,2025-11-25 08:00:00
2811,4,Temperature,65.29,°C,2025-11-25 14:00:00
2812,4,Vibration,2.88,mm/s,2025-11-25 14:00:00
2813,4,Temperature,66.46,°C,2025-11-25 22:00:00
2814,4,Vibration,2.47,mm/s,2025-11-25 22:00:00
2815,5,Temperature,73.46,°C,2025-11-25 08:00:00
2816,5,Vibration,2.43,mm/s,2025-11-25 08:00:00
2817,5,Temperature,71.36,°C,2025-11-25 14:00:00
2818,5,Vibration,2.02,mm/s,2025-11-25 14:00:00
2819,5,Temperature,69.44,°C,2025-11-25 22:00:00
2820,5,Vibration,3.42,mm/s,2025-11-25 22:00:00
2821,1,Temperature,64.28,°C,2025-11-26 08:00:00
2822,1,Vibration,3.07,mm/s,2025-11-26 08:00:00
2823,1,Temperature,72.15,°C,2025-11-26 14:00:00
2824,1,Vibration,3.13,mm/s,2025-11-26 14:00:00
2825,1,Temperature,71.13,°C,2025-11-26 22:00:00
2826,1,Vibration,3.07,mm/s,2025-11-26 22:00:00
2827,2,Temperature,64.72,°C,2025-11-26 08:00:00
2828,2,Vibration,3.98,mm/s,2025-11-26 08:00:00
2829,2,Temperature,66.49,°C,2025-11-26 14:00:00
2830,2,Vibration,3.02,mm/s,2025-11-26 14:00:00
2831,2,Temperature,66.06,°C,2025-11-26 22:00:00
2832,2,Vibration,1.66,mm/s,2025-11-26 22:00:00
2833,3,Temperature,79.23,°C,2025-11-26 08:00:00
2834,3,Vibration,4.28,mm/s,2025-11-26 08:00:00
2835,3,Temperature,85.27,°C,2025-11-26 14:00:00
2836,3,Vibration,4.7,mm/s,2025-11-26 14:00:00
2837,3,Temperature,80.46,°C,2025-11-26 22:00:00
2838,3,Vibration,4.47,mm/s,2025-11-26 22:00:00
2839,4,Temperature,65.28,°C,2025-11-26 08:00:00
2840,4,Vibration,2.14,mm/s,2025-11-26 08:00:00
2841,4,Temperature,67.98,°C,2025-11-26 14:00:00
2842,4,Vibration,2.65,mm/s,2025-11-26 14:00:00
2843,4,Temperature,63.28,°C,2025-11-26 22:00:00
2844,4,Vibration,2.93,mm/s,2025-11-26 22:00:00
2845,5,Temperature,67.02,°C,2025-11-26 08:00:00
2846,5,Vibration,2.71,mm/s,2025-11-26 08:00:00
2847,5,Temperature,62.61,°C,2025-11-26 14:00:00
2848,5,Vibration,2.66,mm/s,2025-11-26 14:00:00
2849,5,Temperature,67.96,°C,2025-11-26 22:00:00
2850,5,Vibration,3.37,mm/s,2025-11-26 22:00:00
2851,1,Temperature,67.74,°C,2025-11-27 08:00:00
2852,1,Vibration,4.14,mm/s,2025-11-27 08:00:00
2853,1,Temperature,71.67,°C,2025-11-27 14:00:00
2854,1,Vibration,2.24,mm/s,2025-11-27 14:00:00
2855,1,Temperature,67.46,°C,2025-11-27 22:00:00
2856,1,Vibration,3.71,mm/s,2025-11-27 22:00:00
2857,2,Temperature,71.73,°C,2025-11-27 08:00:00
2858,2,Vibration,2.81,mm/s,2025-11-27 08:00:00
2859,2,Temperature,68.45,°C,2025-11-27 14:00:00
2860,2,Vibration,2.22,mm/s,2025-11-27 14:00:00
2861,2,Temperature,71.96,°C,2025-11-27 22:00:00
2862,2,Vibration,2.31,mm/s,2025-11-27 22:00:00
2863,3,Temperature,84.53,°C,2025-11-27 08:00:00
2864,3,Vibration,5.68,mm/s,2025-11-27 08:00:00
2865,3,Temperature,82.14,°C,2025-11-27 14:00:00
2866,3,Vibration,5.48,mm/s,2025-11-27 14:00:00
2867,3,Temperature,87.54,°C,2025-11-27 22:00:00
2868,3,Vibration,5.13,mm/s,2025-11-27 22:00:00
2869,4,Temperature,64.47,°C,2025-11-27 08:00:00
2870,4,Vibration,2.47,mm/s,2025-11-27 08:00:00
2871,4,Temperature,62.77,°C,2025-11-27 14:00:00
2872,4,Vibration,2.12,mm/s,2025-11-27 14:00:00
2873,4,Temperature,66.33,°C,2025-11-27 22:00:00
2874,4,Vibration,2.42,mm/s,2025-11-27 22:00:00
2875,5,Temperature,67.98,°C,2025-11-27 08:00:00
2876,5,Vibration,1.96,mm/s,2025-11-27 08:00:00
2877,5,Temperature,66.72,°C,2025-11-27 14:00:00
2878,5,Vibration,3.22,mm/s,2025-11-27 14:00:00
2879,5,Temperature,63.64,°C,2025-11-27 22:00:00
2880,5,Vibration,2.71,mm/s,2025-11-27 22:00:00
2881,1,Temperature,64.44,°C,2025-11-28 08:00:00
2882,1,Vibration,2.35,mm/s,2025-11-28 08:00:00
2883,1,Temperature,72.42,°C,2025-11-28 14:00:00
2884,1,Vibration,2.85,mm/s,2025-11-28 14:00:00
2885,1,Temperature,75.47,°C,2025-11-28 22:00:00
2886,1,Vibration,3.22,mm/s,2025-11-28 22:00:00
2887,2,Temperature,69.59,°C,2025-11-28 08:00:00
2888,2,Vibration,2.26,mm/s,2025-11-28 08:00:00
2889,2,Temperature,66.84,°C,2025-11-28 14:00:00
2890,2,Vibration,2.43,mm/s,2025-11-28 14:00:00
2891,2,Temperature,64.8,°C,2025-11-28 22:00:00
2892,2,Vibration,3.13,mm/s,2025-11-28 22:00:00
2893,3,Temperature,84.59,°C,2025-11-28 08:00:00
2894,3,Vibration,5.2,mm/s,2025-11-28 08:00:00
2895,3,Temperature,79.52,°C,2025-11-28 14:00:00
2896,3,Vibration,5.17,mm/s,2025-11-28 14:00:00
2897,3,Temperature,76.26,°C,2025-11-28 22:00:00
2898,3,Vibration,5.66,mm/s,2025-11-28 22:00:00
2899,4,Temperature,61.11,°C,2025-11-28 08:00:00
2900,4,Vibration,1.94,mm/s,2025-11-28 08:00:00
2901,4,Temperature,65.35,°C,2025-11-28 14:00:00
2902,4,Vibration,2.6,mm/s,2025-11-28 14:00:00
2903,4,Temperature,64.78,°C,2025-11-28 22:00:00
2904,4,Vibration,1.94,mm/s,2025-11-28 22:00:00
2905,5,Temperature,70.4,°C,2025-11-28 08:00:00
2906,5,Vibration,1.86,mm/s,2025-11-28 08:00:00
2907,5,Temperature,62.55,°C,2025-11-28 14:00:00
2908,5,Vibration,2.65,mm/s,2025-11-28 14:00:00
2909,5,Temperature,63.21,°C,2025-11-28 22:00:00
2910,5,Vibration,3.31,mm/s,2025-11-28 22:00:00
2911,1,Temperature,66.47,°C,2025-11-29 08:00:00
2912,1,Vibration,3.78,mm/s,2025-11-29 08:00:00
2913,1,Temperature,73.11,°C,2025-11-29 14:00:00
2914,1,Vibration,3.62,mm/s,2025-11-29 14:00:00
2915,1,Temperature,75.66,°C,2025-11-29 22:00:00
2916,1,Vibration,3.04,mm/s,2025-11-29 22:00:00
2917,2,Temperature,64.96,°C,2025-11-29 08:00:00
2918,2,Vibration,2.75,mm/s,2025-11-29 08:00:00
2919,2,Temperature,66.3,°C,2025-11-29 14:00:00
2920,2,Vibration,2.45,mm/s,2025-11-29 14:00:00
2921,2,Temperature,68.45,°C,2025-11-29 22:00:00
2922,2,Vibration,2.64,mm/s,2025-11-29 22:00:00
2923,3,Temperature,79.74,°C,2025-11-29 08:00:00
2924,3,Vibration,4.88,mm/s,2025-11-29 08:00:00
2925,3,Temperature,83.65,°C,2025-11-29 14:00:00
2926,3,Vibration,5.48,mm/s,2025-11-29 14:00:00
2927,3,Temperature,77.19,°C,2025-11-29 22:00:00
2928,3,Vibration,4.85,mm/s,2025-11-29 22:00:00
2929,4,Temperature,64.58,°C,2025-11-29 08:00:00
2930,4,Vibration,1.91,mm/s,2025-11-29 08:00:00
2931,4,Temperature,64.64,°C,2025-11-29 14:00:00
2932,4,Vibration,2.57,mm/s,2025-11-29 14:00:00
2933,4,Temperature,66.56,°C,2025-11-29 22:00:00
2934,4,Vibration,2.54,mm/s,2025-11-29 22:00:00
2935,5,Temperature,64.36,°C,2025-11-29 08:00:00
2936,5,Vibration,3.71,mm/s,2025-11-29 08:00:00
2937,5,Temperature,69.49,°C,2025-11-29 14:00:00
2938,5,Vibration,2.98,mm/s,2025-11-29 14:00:00
2939,5,Temperature,70.01,°C,2025-11-29 22:00:00
2940,5,Vibration,2.82,mm/s,2025-11-29 22:00:00
2941,1,Temperature,73.86,°C,2025-11-30 08:00:00
2942,1,Vibration,3.03,mm/s,2025-11-30 08:00:00
2943,1,Temperature,70.01,°C,2025-11-30 14:00:00
2944,1,Vibration,3.32,mm/s,2025-11-30 14:00:00
2945,1,Temperature,74.73,°C,2025-11-30 22:00:00
2946,1,Vibration,3.76,mm/s,2025-11-30 22:00:00
2947,2,Temperature,69.78,°C,2025-11-30 08:00:00
2948,2,Vibration,3.06,mm/s,2025-11-30 08:00:00
2949,2,Temperature,70.09,°C,2025-11-30 14:00:00
2950,2,Vibration,3.29,mm/s,2025-11-30 14:00:00
2951,2,Temperature,71.9,°C,2025-11-30 22:00:00
2952,2,Vibration,2.68,mm/s,2025-11-30 22:00:00
2953,3,Temperature,85.95,°C,2025-11-30 08:00:00
2954,3,Vibration,5.17,mm/s,2025-11-30 08:00:00
2955,3,Temperature,83.95,°C,2025-11-30 14:00:00
2956,3,Vibration,5.69,mm/s,2025-11-30 14:00:00
2957,3,Temperature,84.24,°C,2025-11-30 22:00:00
2958,3,Vibration,5.46,mm/s,2025-11-30 22:00:00
2959,4,Temperature,63.83,°C,2025-11-30 08:00:00
2960,4,Vibration,3.25,mm/s,2025-11-30 08:00:00
2961,4,Temperature,67.09,°C,2025-11-30 14:00:00
2962,4,Vibration,2.56,mm/s,2025-11-30 14:00:00
2963,4,Temperature,68.3,°C,2025-11-30 22:00:00
2964,4,Vibration,3.79,mm/s,2025-11-30 22:00:00
2965,5,Temperature,63.49,°C,2025-11-30 08:00:00
2966,5,Vibration,2.3,mm/s,2025-11-30 08:00:00
2967,5,Temperature,75.06,°C,2025-11-30 14:00:00
2968,5,Vibration,2.91,mm/s,2025-11-30 14:00:00
2969,5,Temperature,67.57,°C,2025-11-30 22:00:00
2970,5,Vibration,2.64,mm/s,2025-11-30 22:00:00
2971,1,Temperature,73.63,°C,2025-12-01 08:00:00
2972,1,Vibration,4.31,mm/s,2025-12-01 08:00:00
2973,1,Temperature,68.0,°C,2025-12-01 14:00:00
2974,1,Vibration,2.95,mm/s,2025-12-01 14:00:00
2975,1,Temperature,68.95,°C,2025-12-01 22:00:00
2976,1,Vibration,3.37,mm/s,2025-12-01 22:00:00
2977,2,Temperature,71.67,°C,2025-12-01 08:00:00
2978,2,Vibration,3.61,mm/s,2025-12-01 08:00:00
2979,2,Temperature,70.3,°C,2025-12-01 14:00:00
2980,2,Vibration,4.06,mm/s,2025-12-01 14:00:00
2981,2,Temperature,66.28,°C,2025-12-01 22:00:00
2982,2,Vibration,2.38,mm/s,2025-12-01 22:00:00
2983,3,Temperature,86.41,°C,2025-12-01 08:00:00
2984,3,Vibration,5.06,mm/s,2025-12-01 08:00:00
2985,3,Temperature,77.87,°C,2025-12-01 14:00:00
2986,3,Vibration,4.84,mm/s,2025-12-01 14:00:00
2987,3,Temperature,82.77,°C,2025-12-01 22:00:00
2988,3,Vibration,4.68,mm/s,2025-12-01 22:00:00
2989,4,Temperature,61.96,°C,2025-12-01 08:00:00
2990,4,Vibration,2.4,mm/s,2025-12-01 08:00:00
2991,4,Temperature,61.81,°C,2025-12-01 14:00:00
2992,4,Vibration,2.82,mm/s,2025-12-01 14:00:00
2993,4,Temperature,59.17,°C,2025-12-01 22:00:00
2994,4,Vibration,2.55,mm/s,2025-12-01 22:00:00
2995,5,Temperature,68.56,°C,2025-12-01 08:00:00
2996,5,Vibration,2.65,mm/s,2025-12-01 08:00:00
2997,5,Temperature,70.28,°C,2025-12-01 14:00:00
2998,5,Vibration,2.01,mm/s,2025-12-01 14:00:00
2999,5,Temperature,64.9,°C,2025-12-01 22:00:00
3000,5,Vibration,2.53,mm/s,2025-12-01 22:00:00
3001,1,Temperature,72.14,°C,2025-12-02 08:00:00
3002,1,Vibration,3.11,mm/s,2025-12-02 08:00:00
3003,1,Temperature,76.43,°C,2025-12-02 14:00:00
3004,1,Vibration,2.6,mm/s,2025-12-02 14:00:00
3005,1,Temperature,65.82,°C,2025-12-02 22:00:00
3006,1,Vibration,3.89,mm/s,2025-12-02 22:00:00
3007,2,Temperature,63.71,°C,2025-12-02 08:00:00
3008,2,Vibration,3.14,mm/s,2025-12-02 08:00:00
3009,2,Temperature,65.06,°C,2025-12-02 14:00:00
3010,2,Vibration,1.77,mm/s,2025-12-02 14:00:00
3011,2,Temperature,66.88,°C,2025-12-02 22:00:00
3012,2,Vibration,3.25,mm/s,2025-12-02 22:00:00
3013,3,Temperature,78.33,°C,2025-12-02 08:00:00
3014,3,Vibration,5.29,mm/s,2025-12-02 08:00:00
3015,3,Temperature,84.29,°C,2025-12-02 14:00:00
3016,3,Vibration,4.36,mm/s,2025-12-02 14:00:00
3017,3,Temperature,81.32,°C,2025-12-02 22:00:00
3018,3,Vibration,5.79,mm/s,2025-12-02 22:00:00
3019,4,Temperature,66.95,°C,2025-12-02 08:00:00
3020,4,Vibration,2.37,mm/s,2025-12-02 08:00:00
3021,4,Temperature,66.25,°C,2025-12-02 14:00:00
3022,4,Vibration,2.16,mm/s,2025-12-02 14:00:00
3023,4,Temperature,68.34,°C,2025-12-02 22:00:00
3024,4,Vibration,3.06,mm/s,2025-12-02 22:00:00
3025,5,Temperature,67.36,°C,2025-12-02 08:00:00
3026,5,Vibration,2.82,mm/s,2025-12-02 08:00:00
3027,5,Temperature,64.0,°C,2025-12-02 14:00:00
3028,5,Vibration,2.02,mm/s,2025-12-02 14:00:00
3029,5,Temperature,65.87,°C,2025-12-02 22:00:00
3030,5,Vibration,2.66,mm/s,2025-12-02 22:00:00
3031,1,Temperature,73.19,°C,2025-12-03 08:00:00
3032,1,Vibration,3.46,mm/s,2025-12-03 08:00:00
3033,1,Temperature,70.55,°C,2025-12-03 14:00:00
3034,1,Vibration,3.6,mm/s,2025-12-03 14:00:00
3035,1,Temperature,67.17,°C,2025-12-03 22:00:00
3036,1,Vibration,3.54,mm/s,2025-12-03 22:00:00
3037,2,Temperature,65.63,°C,2025-12-03 08:00:00
3038,2,Vibration,3.42,mm/s,2025-12-03 08:00:00
3039,2,Temperature,67.96,°C,2025-12-03 14:00:00
3040,2,Vibration,1.8,mm/s,2025-12-03 14:00:00
3041,2,Temperature,70.19,°C,2025-12-03 22:00:00
3042,2,Vibration,3.2,mm/s,2025-12-03 22:00:00
3043,3,Temperature,80.63,°C,2025-12-03 08:00:00
3044,3,Vibration,4.81,mm/s,2025-12-03 08:00:00
3045,3,Temperature,81.52,°C,2025-12-03 14:00:00
3046,3,Vibration,4.04,mm/s,2025-12-03 14:00:00
3047,3,Temperature,74.91,°C,2025-12-03 22:00:00
3048,3,Vibration,5.65,mm/s,2025-12-03 22:00:00
3049,4,Temperature,62.53,°C,2025-12-03 08:00:00
3050,4,Vibration,3.43,mm/s,2025-12-03 08:00:00
3051,4,Temperature,69.11,°C,2025-12-03 14:00:00
3052,4,Vibration,3.28,mm/s,2025-12-03 14:00:00
3053,4,Temperature,63.05,°C,2025-12-03 22:00:00
3054,4,Vibration,1.7,mm/s,2025-12-03 22:00:00
3055,5,Temperature,63.74,°C,2025-12-03 08:00:00
3056,5,Vibration,2.48,mm/s,2025-12-03 08:00:00
3057,5,Temperature,59.88,°C,2025-12-03 14:00:00
3058,5,Vibration,2.46,mm/s,2025-12-03 14:00:00
3059,5,Temperature,66.39,°C,2025-12-03 22:00:00
3060,5,Vibration,2.05,mm/s,2025-12-03 22:00:00
3061,1,Temperature,66.88,°C,2025-12-04 08:00:00
3062,1,Vibration,2.89,mm/s,2025-12-04 08:00:00
3063,1,Temperature,71.07,°C,2025-12-04 14:00:00
3064,1,Vibration,2.55,mm/s,2025-12-04 14:00:00
3065,1,Temperature,70.88,°C,2025-12-04 22:00:00
3066,1,Vibration,3.07,mm/s,2025-12-04 22:00:00
3067,2,Temperature,68.14,°C,2025-12-04 08:00:00
3068,2,Vibration,2.47,mm/s,2025-12-04 08:00:00
3069,2,Temperature,64.0,°C,2025-12-04 14:00:00
3070,2,Vibration,3.65,mm/s,2025-12-04 14:00:00
3071,2,Temperature,69.89,°C,2025-12-04 22:00:00
3072,2,Vibration,3.3,mm/s,2025-12-04 22:00:00
3073,3,Temperature,81.75,°C,2025-12-04 08:00:00
3074,3,Vibration,4.92,mm/s,2025-12-04 08:00:00
