log_id,production_id,machine_id,employee_id,log_date,quantity_produced
816,816,2,2,2025-10-17,920
817,817,3,3,2025-10-17,785
818,818,3,3,2025-10-17,766
819,819,3,3,2025-10-17,758
820,820,4,4,2025-10-17,901
821,821,4,4,2025-10-17,971
822,822,4,4,2025-10-17,968
823,823,5,5,2025-10-17,964
824,824,5,5,2025-10-17,906
825,825,5,5,2025-10-17,923
826,826,1,1,2025-10-18,961
827,827,1,1,2025-10-18,969
828,828,1,1,2025-10-18,979
829,829,2,2,2025-10-18,907
830,830,2,2,2025-10-18,848
831,831,2,2,2025-10-18,915
832,832,3,3,2025-10-18,773
833,833,3,3,2025-10-18,849
834,834,3,3,2025-10-18,800
835,835,4,4,2025-10-18,989
836,836,4,4,2025-10-18,1084
837,837,4,4,2025-10-18,1010
838,838,5,5,2025-10-18,945
839,839,5,5,2025-10-18,924
840,840,5,5,2025-10-18,881
841,841,1,1,2025-10-19,941
842,842,1,1,2025-10-19,915
843,843,1,1,2025-10-19,1016
844,844,2,2,2025-10-19,915
845,845,2,2,2025-10-19,947
846,846,2,2,2025-10-19,875
847,847,3,3,2025-10-19,768
848,848,3,3,2025-10-19,825
849,849,3,3,2025-10-19,764
850,850,4,4,2025-10-19,962
851,851,4,4,2025-10-19,1049
852,852,4,4,2025-10-19,964
853,853,5,5,2025-10-19,873
854,854,5,5,2025-10-19,859
855,855,5,5,2025-10-19,868
856,856,1,1,2025-10-20,1000
857,857,1,1,2025-10-20,927
858,858,1,1,2025-10-20,1052
859,859,2,2,2025-10-20,961
860,860,2,2,2025-10-20,980
861,861,2,2,2025-10-20,940
862,862,3,3,2025-10-20,823
863,863,3,3,2025-10-20,767
864,864,3,3,2025-10-20,799
865,865,4,4,2025-10-20,1007
866,866,4,4,2025-10-20,1018
867,867,4,4,2025-10-20,934
868,868,5,5,2025-10-20,922
869,869,5,5,2025-10-20,926
870,870,5,5,2025-10-20,925
871,871,1,1,2025-10-21,909
872,872,1,1,2025-10-21,1024
873,873,1,1,2025-10-21,940
874,874,2,2,2025-10-21,861
875,875,2,2,2025-10-21,975
876,876,2,2,2025-10-21,961
877,877,3,3,2025-10-21,805
878,878,3,3,2025-10-21,729
879,879,3,3,2025-10-21,781
880,880,4,4,2025-10-21,916
881,881,4,4,2025-10-21,1000
882,882,4,4,2025-10-21,958
883,883,5,5,2025-10-21,928
884,884,5,5,2025-10-21,1000
885,885,5,5,2025-10-21,905
886,886,1,1,2025-10-22,968
887,887,1,1,2025-10-22,980
888,888,1,1,2025-10-22,999
889,889,2,2,2025-10-22,895
890,890,2,2,2025-10-22,891
891,891,2,2,2025-10-22,890
892,892,3,3,2025-10-22,814
893,893,3,3,2025-10-22,859
894,894,3,3,2025-10-22,789
895,895,4,4,2025-10-22,883
896,896,4,4,2025-10-22,1015
897,897,4,4,2025-10-22,982
898,898,5,5,2025-10-22,950
899,899,5,5,2025-10-22,867
900,900,5,5,2025-10-22,908
901,901,1,1,2025-10-23,981
902,902,1,1,2025-10-23,899
903,903,1,1,2025-10-23,968
904,904,2,2,2025-10-23,898
905,905,2,2,2025-10-23,870
906,906,2,2,2025-10-23,867
907,907,3,3,2025-10-23,759
908,908,3,3,2025-10-23,802
909,909,3,3,2025-10-23,807
910,910,4,4,2025-10-23,965
911,911,4,4,2025-10-23,937
912,912,4,4,2025-10-23,863
913,913,5,5,2025-10-23,947
914,914,5,5,2025-10-23,966
915,915,5,5,2025-10-23,954
916,916,1,1,2025-10-24,1032
917,917,1,1,2025-10-24,942
918,918,1,1,2025-10-24,1004
919,919,2,2,2025-10-24,874
920,920,2,2,2025-10-24,868
921,921,2,2,2025-10-24,904
922,922,3,3,2025-10-24,864
923,923,3,3,2025-10-24,788
924,924,3,3,2025-10-24,737
925,925,4,4,2025-10-24,1015
926,926,4,4,2025-10-24,976
927,927,4,4,2025-10-24,991
928,928,5,5,2025-10-24,899
929,929,5,5,2025-10-24,934
930,930,5,5,2025-10-24,872
931,931,1,1,2025-10-25,1024
932,932,1,1,2025-10-25,993
933,933,1,1,2025-10-25,952
934,934,2,2,2025-10-25,934
935,935,2,2,2025-10-25,874
936,936,2,2,2025-10-25,941
937,937,3,3,2025-10-25,786
938,938,3,3,2025-10-25,783
939,939,3,3,2025-10-25,761
940,940,4,4,2025-10-25,996
941,941,4,4,2025-10-25,980
942,942,4,4,2025-10-25,1036
943,943,5,5,2025-10-25,887
944,944,5,5,2025-10-25,947
945,945,5,5,2025-10-25,977
946,946,1,1,2025-10-26,1053
947,947,1,1,2025-10-26,957
948,948,1,1,2025-10-26,935
949,949,2,2,2025-10-26,906
950,950,2,2,2025-10-26,952
951,951,2,2,2025-10-26,952
952,952,3,3,2025-10-26,795
953,953,3,3,2025-10-26,851
954,954,3,3,2025-10-26,799
955,955,4,4,2025-10-26,1013
956,956,4,4,2025-10-26,1001
957,957,4,4,2025-10-26,964
958,958,5,5,2025-10-26,893
959,959,5,5,2025-10-26,978
960,960,5,5,2025-10-26,990
961,961,1,1,2025-10-27,966
962,962,1,1,2025-10-27,949
963,963,1,1,2025-10-27,902
964,964,2,2,2025-10-27,947
965,965,2,2,2025-10-27,911
966,966,2,2,2025-10-27,889
967,967,3,3,2025-10-27,834
968,968,3,3,2025-10-27,746
969,969,3,3,2025-10-27,759
970,970,4,4,2025-10-27,952
971,971,4,4,2025-10-27,1000
972,972,4,4,2025-10-27,987
973,973,5,5,2025-10-27,955
974,974,5,5,2025-10-27,974
975,975,5,5,2025-10-27,956
976,976,1,1,2025-10-28,1025
977,977,1,1,2025-10-28,994
978,978,1,1,2025-10-28,945
979,979,2,2,2025-10-28,878
980,980,2,2,2025-10-28,896
981,981,2,2,2025-10-28,928
982,982,3,3,2025-10-28,782
983,983,3,3,2025-10-28,829
984,984,3,3,2025-10-28,824
985,985,4,4,2025-10-28,942
986,986,4,4,2025-10-28,1023
987,987,4,4,2025-10-28,994
988,988,5,5,2025-10-28,1003
989,989,5,5,2025-10-28,929
990,990,5,5,2025-10-28,917
991,991,1,1,2025-10-29,907
992,992,1,1,2025-10-29,907
993,993,1,1,2025-10-29,988
994,994,2,2,2025-10-29,968
995,995,2,2,2025-10-29,895
996,996,2,2,2025-10-29,893
997,997,3,3,2025-10-29,802
998,998,3,3,2025-10-29,846
999,999,3,3,2025-10-29,762
1000,1000,4,4,2025-10-29,989
1001,1001,4,4,2025-10-29,1019
1002,1002,4,4,2025-10-29,1000
1003,1003,5,5,2025-10-29,821
1004,1004,5,5,2025-10-29,957
1005,1005,5,5,2025-10-29,950
1006,1006,1,1,2025-10-30,1004
1007,1007,1,1,2025-10-30,1014
1008,1008,1,1,2025-10-30,1002
1009,1009,2,2,2025-10-30,903
1010,1010,2,2,2025-10-30,835
1011,1011,2,2,2025-10-30,986
1012,1012,3,3,2025-10-30,792
1013,1013,3,3,2025-10-30,801
1014,1014,3,3,2025-10-30,867
1015,1015,4,4,2025-10-30,950
1016,1016,4,4,2025-10-30,927
1017,1017,4,4,2025-10-30,962
1018,1018,5,5,2025-10-30,902
1019,1019,5,5,2025-10-30,873
1020,1020,5,5,2025-10-30,926
1021,1021,1,1,2025-10-31,953
1022,1022,1,1,2025-10-31,891
1023,1023,1,1,2025-10-31,937
1024,1024,2,2,2025-10-31,869
1025,1025,2,2,2025-10-31,824
1026,1026,2,2,2025-10-31,904
1027,1027,3,3,2025-10-31,808
1028,1028,3,3,2025-10-31,769
1029,1029,3,3,2025-10-31,843
1030,1030,4,4,2025-10-31,980
1031,1031,4,4,2025-10-31,951
1032,1032,4,4,2025-10-31,919
1033,1033,5,5,2025-10-31,940
1034,1034,5,5,2025-10-31,950
1035,1035,5,5,2025-10-31,910
1036,1036,1,1,2025-11-01,955
1037,1037,1,1,2025-11-01,1014
1038,1038,1,1,2025-11-01,985
1039,1039,2,2,2025-11-01,813
1040,1040,2,2,2025-11-01,871
1041,1041,2,2,2025-11-01,894
1042,1042,3,3,2025-11-01,803
1043,1043,3,3,2025-11-01,806
1044,1044,3,3,2025-11-01,817
1045,1045,4,4,2025-11-01,976
1046,1046,4,4,2025-11-01,980
1047,1047,4,4,2025-11-01,1018
1048,1048,5,5,2025-11-01,941
1049,1049,5,5,2025-11-01,884
1050,1050,5,5,2025-11-01,934
1051,1051,1,1,2025-11-02,944
1052,1052,1,1,2025-11-02,874
1053,1053,1,1,2025-11-02,956
1054,1054,2,2,2025-11-02,858
1055,1055,2,2,2025-11-02,938
1056,1056,2,2,2025-11-02,917
1057,1057,3,3,2025-11-02,752
1058,1058,3,3,2025-11-02,836
1059,1059,3,3,2025-11-02,855
1060,1060,4,4,2025-11-02,969
1061,1061,4,4,2025-11-02,974
1062,1062,4,4,2025-11-02,1012
1063,1063,5,5,2025-11-02,982
1064,1064,5,5,2025-11-02,863
1065,1065,5,5,2025-11-02,886
1066,1066,1,1,2025-11-03,933
1067,1067,1,1,2025-11-03,937
1068,1068,1,1,2025-11-03,981
1069,1069,2,2,2025-11-03,952
1070,1070,2,2,2025-11-03,955
1071,1071,2,2,2025-11-03,832
1072,1072,3,3,2025-11-03,767
1073,1073,3,3,2025-11-03,750
1074,1074,3,3,2025-11-03,776
1075,1075,4,4,2025-11-03,947
1076,1076,4,4,2025-11-03,996
1077,1077,4,4,2025-11-03,1001
1078,1078,5,5,2025-11-03,930
1079,1079,5,5,2025-11-03,926
1080,1080,5,5,2025-11-03,915
1081,1081,1,1,2025-11-04,939
1082,1082,1,1,2025-11-04,1013
1083,1083,1,1,2025-11-04,977
1084,1084,2,2,2025-11-04,886
1085,1085,2,2,2025-11-04,895
1086,1086,2,2,2025-11-04,917
1087,1087,3,3,2025-11-04,752
1088,1088,3,3,2025-11-04,805
1089,1089,3,3,2025-11-04,825
1090,1090,4,4,2025-11-04,1000
1091,1091,4,4,2025-11-04,948
1092,1092,4,4,2025-11-04,955
1093,1093,5,5,2025-11-04,850
1094,1094,5,5,2025-11-04,959
1095,1095,5,5,2025-11-04,1012
1096,1096,1,1,2025-11-05,913
1097,1097,1,1,2025-11-05,994
1098,1098,1,1,2025-11-05,1028
1099,1099,2,2,2025-11-05,881
1100,1100,2,2,2025-11-05,895
1101,1101,2,2,2025-11-05,910
1102,1102,3,3,2025-11-05,818
1103,1103,3,3,2025-11-05,812
1104,1104,3,3,2025-11-05,784
1105,1105,4,4,2025-11-05,1004
1106,1106,4,4,2025-11-05,965
1107,1107,4,4,2025-11-05,995
1108,1108,5,5,2025-11-05,928
1109,1109,5,5,2025-11-05,859
1110,1110,5,5,2025-11-05,980
1111,1111,1,1,2025-11-06,926
1112,1112,1,1,2025-11-06,1004
1113,1113,1,1,2025-11-06,992
1114,1114,2,2,2025-11-06,908
1115,1115,2,2,2025-11-06,920
1116,1116,2,2,2025-11-06,925
1117,1117,3,3,2025-11-06,792
1118,1118,3,3,2025-11-06,793
1119,1119,3,3,2025-11-06,823
1120,1120,4,4,2025-11-06,862
1121,1121,4,4,2025-11-06,979
1122,1122,4,4,2025-11-06,964
1123,1123,5,5,2025-11-06,899
1124,1124,5,5,2025-11-06,946
1125,1125,5,5,2025-11-06,904
1126,1126,1,1,2025-11-07,984
1127,1127,1,1,2025-11-07,988
1128,1128,1,1,2025-11-07,970
1129,1129,2,2,2025-11-07,929
1130,1130,2,2,2025-11-07,920
1131,1131,2,2,2025-11-07,932
1132,1132,3,3,2025-11-07,830
1133,1133,3,3,2025-11-07,814
1134,1134,3,3,2025-11-07,842
1135,1135,4,4,2025-11-07,973
1136,1136,4,4,2025-11-07,950
1137,1137,4,4,2025-11-07,948
1138,1138,5,5,2025-11-07,917
1139,1139,5,5,2025-11-07,854
1140,1140,5,5,2025-11-07,938
1141,1141,1,1,2025-11-08,976
1142,1142,1,1,2025-11-08,987
1143,1143,1,1,2025-11-08,885
1144,1144,2,2,2025-11-08,869
1145,1145,2,2,2025-11-08,933
1146,1146,2,2,2025-11-08,892
1147,1147,3,3,2025-11-08,825
1148,1148,3,3,2025-11-08,750
1149,1149,3,3,2025-11-08,854
1150,1150,4,4,2025-11-08,927
1151,1151,4,4,2025-11-08,859
1152,1152,4,4,2025-11-08,987
1153,1153,5,5,2025-11-08,938
1154,1154,5,5,2025-11-08,910
1155,1155,5,5,2025-11-08,949
1156,1156,1,1,2025-11-09,970
1157,1157,1,1,2025-11-09,965
1158,1158,1,1,2025-11-09,929
1159,1159,2,2,2025-11-09,872
1160,1160,2,2,2025-11-09,883
1161,1161,2,2,2025-11-09,867
1162,1162,3,3,2025-11-09,844
1163,1163,3,3,2025-11-09,786
1164,1164,3,3,2025-11-09,806
1165,1165,4,4,2025-11-09,1013
1166,1166,4,4,2025-11-09,945
1167,1167,4,4,2025-11-09,926
1168,1168,5,5,2025-11-09,897
1169,1169,5,5,2025-11-09,940
1170,1170,5,5,2025-11-09,937
1171,1171,1,1,2025-11-10,965
1172,1172,1,1,2025-11-10,945
1173,1173,1,1,2025-11-10,852
1174,1174,2,2,2025-11-10,894
1175,1175,2,2,2025-11-10,938
1176,1176,2,2,2025-11-10,949
1177,1177,3,3,2025-11-10,803
1178,1178,3,3,2025-11-10,807
1179,1179,3,3,2025-11-10,824
1180,1180,4,4,2025-11-10,1028
1181,1181,4,4,2025-11-10,980
1182,1182,4,4,2025-11-10,1004
1183,1183,5,5,2025-11-10,907
1184,1184,5,5,2025-11-10,881
1185,1185,5,5,2025-11-10,911
1186,1186,1,1,2025-11-11,1008
1187,1187,1,1,2025-11-11,974
1188,1188,1,1,2025-11-11,904
1189,1189,2,2,2025-11-11,926
1190,1190,2,2,2025-11-11,857
1191,1191,2,2,2025-11-11,915
1192,1192,3,3,2025-11-11,763
1193,1193,3,3,2025-11-11,752
1194,1194,3,3,2025-11-11,865
1195,1195,4,4,2025-11-11,966
1196,1196,4,4,2025-11-11,1004
1197,1197,4,4,2025-11-11,981
1198,1198,5,5,2025-11-11,889
1199,1199,5,5,2025-11-11,920
1200,1200,5,5,2025-11-11,890
1201,1201,1,1,2025-11-12,1046
1202,1202,1,1,2025-11-12,981
1203,1203,1,1,2025-11-12,950
1204,1204,2,2,2025-11-12,921
1205,1205,2,2,2025-11-12,928
1206,1206,2,2,2025-11-12,928
1207,1207,3,3,2025-11-12,826
1208,1208,3,3,2025-11-12,823
1209,1209,3,3,2025-11-12,804
1210,1210,4,4,2025-11-12,1041
1211,1211,4,4,2025-11-12,986
1212,1212,4,4,2025-11-12,982
1213,1213,5,5,2025-11-12,936
1214,1214,5,5,2025-11-12,939
1215,1215,5,5,2025-11-12,865
1216,1216,1,1,2025-11-13,916
1217,1217,1,1,2025-11-13,945
1218,1218,1,1,2025-11-13,884
1219,1219,2,2,2025-11-13,900
1220,1220,2,2,2025-11-13,909
1221,1221,2,2,2025-11-13,849
1222,1222,3,3,2025-11-13,775
1223,1223,3,3,2025-11-13,851
1224,1224,3,3,2025-11-13,822
1225,1225,4,4,2025-11-13,999
1226,1226,4,4,2025-11-13,1025
1227,1227,4,4,2025-11-13,947
1228,1228,5,5,2025-11-13,879
1229,1229,5,5,2025-11-13,969
1230,1230,5,5,2025-11-13,926
1231,1231,1,1,2025-11-14,916
1232,1232,1,1,2025-11-14,1033
1233,1233,1,1,2025-11-14,885
1234,1234,2,2,2025-11-14,907
1235,1235,2,2,2025-11-14,892
1236,1236,2,2,2025-11-14,885
1237,1237,3,3,2025-11-14,711
1238,1238,3,3,2025-11-14,861
1239,1239,3,3,2025-11-14,743
1240,1240,4,4,2025-11-14,969
1241,1241,4,4,2025-11-14,962
1242,1242,4,4,2025-11-14,1003
1243,1243,5,5,2025-11-14,866
1244,1244,5,5,2025-11-14,948
1245,1245,5,5,2025-11-14,937
1246,1246,1,1,2025-11-15,923
1247,1247,1,1,2025-11-15,967
1248,1248,1,1,2025-11-15,950
1249,1249,2,2,2025-11-15,972
1250,1250,2,2,2025-11-15,892
1251,1251,2,2,2025-11-15,861
1252,1252,3,3,2025-11-15,818
1253,1253,3,3,2025-11-15,787
1254,1254,3,3,2025-11-15,799
1255,1255,4,4,2025-11-15,929
1256,1256,4,4,2025-11-15,1004
1257,1257,4,4,2025-11-15,961
1258,1258,5,5,2025-11-15,940
1259,1259,5,5,2025-11-15,1013
1260,1260,5,5,2025-11-15,920
1261,1261,1,1,2025-11-16,979
1262,1262,1,1,2025-11-16,942
1263,1263,1,1,2025-11-16,924
1264,1264,2,2,2025-11-16,952
1265,1265,2,2,2025-11-16,825
1266,1266,2,2,2025-11-16,940
1267,1267,3,3,2025-11-16,721
1268,1268,3,3,2025-11-16,835
1269,1269,3,3,2025-11-16,800
1270,1270,4,4,2025-11-16,941
1271,1271,4,4,2025-11-16,963
1272,1272,4,4,2025-11-16,1007
1273,1273,5,5,2025-11-16,1009
1274,1274,5,5,2025-11-16,867
1275,1275,5,5,2025-11-16,894
1276,1276,1,1,2025-11-17,896
1277,1277,1,1,2025-11-17,942
1278,1278,1,1,2025-11-17,986
1279,1279,2,2,2025-11-17,841
1280,1280,2,2,2025-11-17,899
1281,1281,2,2,2025-11-17,935
1282,1282,3,3,2025-11-17,783
1283,1283,3,3,2025-11-17,695
1284,1284,3,3,2025-11-17,807
1285,1285,4,4,2025-11-17,1029
1286,1286,4,4,2025-11-17,937
1287,1287,4,4,2025-11-17,908
1288,1288,5,5,2025-11-17,942
1289,1289,5,5,2025-11-17,943
1290,1290,5,5,2025-11-17,910
1291,1291,1,1,2025-11-18,922
1292,1292,1,1,2025-11-18,951
1293,1293,1,1,2025-11-18,906
1294,1294,2,2,2025-11-18,856
1295,1295,2,2,2025-11-18,927
1296,1296,2,2,2025-11-18,854
1297,1297,3,3,2025-11-18,730
1298,1298,3,3,2025-11-18,772
1299,1299,3,3,2025-11-18,781
1300,1300,4,4,2025-11-18,998
1301,1301,4,4,2025-11-18,956
1302,1302,4,4,2025-11-18,1036
1303,1303,5,5,2025-11-18,933
1304,1304,5,5,2025-11-18,897
1305,1305,5,5,2025-11-18,946
1306,1306,1,1,2025-11-19,1006
1307,1307,1,1,2025-11-19,976
1308,1308,1,1,2025-11-19,889
1309,1309,2,2,2025-11-19,884
1310,1310,2,2,2025-11-19,910
1311,1311,2,2,2025-11-19,924
1312,1312,3,3,2025-11-19,792
1313,1313,3,3,2025-11-19,787
1314,1314,3,3,2025-11-19,871
1315,1315,4,4,2025-11-19,1006
1316,1316,4,4,2025-11-19,996
1317,1317,4,4,2025-11-19,957
1318,1318,5,5,2025-11-19,885
1319,1319,5,5,2025-11-19,947
1320,1320,5,5,2025-11-19,961
1321,1321,1,1,2025-11-20,949
1322,1322,1,1,2025-11-20,976
1323,1323,1,1,2025-11-20,977
1324,1324,2,2,2025-11-20,933
1325,1325,2,2,2025-11-20,839
1326,1326,2,2,2025-11-20,885
1327,1327,3,3,2025-11-20,820
1328,1328,3,3,2025-11-20,801
1329,1329,3,3,2025-11-20,827
1330,1330,4,4,2025-11-20,996
1331,1331,4,4,2025-11-20,893
1332,1332,4,4,2025-11-20,1023
1333,1333,5,5,2025-11-20,910
1334,1334,5,5,2025-11-20,895
1335,1335,5,5,2025-11-20,972
1336,1336,1,1,2025-11-21,974
1337,1337,1,1,2025-11-21,998
1338,1338,1,1,2025-11-21,960
1339,1339,2,2,2025-11-21,885
1340,1340,2,2,2025-11-21,905
1341,1341,2,2,2025-11-21,858
1342,1342,3,3,2025-11-21,745
1343,1343,3,3,2025-11-21,774
1344,1344,3,3,2025-11-21,861
1345,1345,4,4,2025-11-21,958
1346,1346,4,4,2025-11-21,911
1347,1347,4,4,2025-11-21,973
1348,1348,5,5,2025-11-21,908
1349,1349,5,5,2025-11-21,974
1350,1350,5,5,2025-11-21,987
1351,1351,1,1,2025-11-22,933
1352,1352,1,1,2025-11-22,960
1353,1353,1,1,2025-11-22,963
1354,1354,2,2,2025-11-22,898
1355,1355,2,2,2025-11-22,890
1356,1356,2,2,2025-11-22,863
1357,1357,3,3,2025-11-22,726
1358,1358,3,3,2025-11-22,762
1359,1359,3,3,2025-11-22,796
1360,1360,4,4,2025-11-22,922
1361,1361,4,4,2025-11-22,988
1362,1362,4,4,2025-11-22,982
1363,1363,5,5,2025-11-22,908
1364,1364,5,5,2025-11-22,919
1365,1365,5,5,2025-11-22,878
1366,1366,1,1,2025-11-23,983
1367,1367,1,1,2025-11-23,982
1368,1368,1,1,2025-11-23,904
1369,1369,2,2,2025-11-23,855
1370,1370,2,2,2025-11-23,863
1371,1371,2,2,2025-11-23,922
1372,1372,3,3,2025-11-23,813
1373,1373,3,3,2025-11-23,841
1374,1374,3,3,2025-11-23,846
1375,1375,4,4,2025-11-23,918
1376,1376,4,4,2025-11-23,1000
1377,1377,4,4,2025-11-23,1024
1378,1378,5,5,2025-11-23,916
1379,1379,5,5,2025-11-23,929
1380,1380,5,5,2025-11-23,923
1381,1381,1,1,2025-11-24,944
1382,1382,1,1,2025-11-24,983
1383,1383,1,1,2025-11-24,1019
1384,1384,2,2,2025-11-24,955
1385,1385,2,2,2025-11-24,879
1386,1386,2,2,2025-11-24,910
1387,1387,3,3,2025-11-24,768
1388,1388,3,3,2025-11-24,772
1389,1389,3,3,2025-11-24,797
1390,1390,4,4,2025-11-24,951
1391,1391,4,4,2025-11-24,956
1392,1392,4,4,2025-11-24,989
1393,1393,5,5,2025-11-24,949
1394,1394,5,5,2025-11-24,948
1395,1395,5,5,2025-11-24,949
1396,1396,1,1,2025-11-25,900
1397,1397,1,1,2025-11-25,919
1398,1398,1,1,2025-11-25,951
1399,1399,2,2,2025-11-25,942
1400,1400,2,2,2025-11-25,994
1401,1401,2,2,2025-11-25,912
1402,1402,3,3,2025-11-25,828
1403,1403,3,3,2025-11-25,746
1404,1404,3,3,2025-11-25,827
1405,1405,4,4,2025-11-25,1059
1406,1406,4,4,2025-11-25,949
1407,1407,4,4,2025-11-25,958
1408,1408,5,5,2025-11-25,964
1409,1409,5,5,2025-11-25,931
1410,1410,5,5,2025-11-25,853
1411,1411,1,1,2025-11-26,930
1412,1412,1,1,2025-11-26,1007
1413,1413,1,1,2025-11-26,938
1414,1414,2,2,2025-11-26,888
1415,1415,2,2,2025-11-26,931
1416,1416,2,2,2025-11-26,913
1417,1417,3,3,2025-11-26,786
1418,1418,3,3,2025-11-26,775
1419,1419,3,3,2025-11-26,917
1420,1420,4,4,2025-11-26,1029
1421,1421,4,4,2025-11-26,999
1422,1422,4,4,2025-11-26,1001
1423,1423,5,5,2025-11-26,924
1424,1424,5,5,2025-11-26,943
1425,1425,5,5,2025-11-26,920
1426,1426,1,1,2025-11-27,915
1427,1427,1,1,2025-11-27,964
1428,1428,1,1,2025-11-27,937
1429,1429,2,2,2025-11-27,916
1430,1430,2,2,2025-11-27,924
1431,1431,2,2,2025-11-27,918
1432,1432,3,3,2025-11-27,762
1433,1433,3,3,2025-11-27,783
1434,1434,3,3,2025-11-27,788
1435,1435,4,4,2025-11-27,1019
1436,1436,4,4,2025-11-27,1016
1437,1437,4,4,2025-11-27,951
1438,1438,5,5,2025-11-27,879
1439,1439,5,5,2025-11-27,1027
1440,1440,5,5,2025-11-27,947
1441,1441,1,1,2025-11-28,894
1442,1442,1,1,2025-11-28,927
1443,1443,1,1,2025-11-28,990
1444,1444,2,2,2025-11-28,983
1445,1445,2,2,2025-11-28,974
1446,1446,2,2,2025-11-28,915
1447,1447,3,3,2025-11-28,694
1448,1448,3,3,2025-11-28,800
1449,1449,3,3,2025-11-28,759
1450,1450,4,4,2025-11-28,983
1451,1451,4,4,2025-11-28,944
1452,1452,4,4,2025-11-28,963
1453,1453,5,5,2025-11-28,964
1454,1454,5,5,2025-11-28,920
1455,1455,5,5,2025-11-28,918
1456,1456,1,1,2025-11-29,947
1457,1457,1,1,2025-11-29,1054
1458,1458,1,1,2025-11-29,905
1459,1459,2,2,2025-11-29,911
1460,1460,2,2,2025-11-29,970
1461,1461,2,2,2025-11-29,897
1462,1462,3,3,2025-11-29,848
1463,1463,3,3,2025-11-29,747
1464,1464,3,3,2025-11-29,791
1465,1465,4,4,2025-11-29,947
1466,1466,4,4,2025-11-29,977
1467,1467,4,4,2025-11-29,978
1468,1468,5,5,2025-11-29,932
1469,1469,5,5,2025-11-29,963
1470,1470,5,5,2025-11-29,840
1471,1471,1,1,2025-11-30,925
1472,1472,1,1,2025-11-30,958
1473,1473,1,1,2025-11-30,874
1474,1474,2,2,2025-11-30,924
1475,1475,2,2,2025-11-30,875
1476,1476,2,2,2025-11-30,892
1477,1477,3,3,2025-11-30,835
1478,1478,3,3,2025-11-30,850
1479,1479,3,3,2025-11-30,826
1480,1480,4,4,2025-11-30,934
1481,1481,4,4,2025-11-30,1003
1482,1482,4,4,2025-11-30,1006
1483,1483,5,5,2025-11-30,948
1484,1484,5,5,2025-11-30,988
1485,1485,5,5,2025-11-30,933
1486,1486,1,1,2025-12-01,1006
1487,1487,1,1,2025-12-01,1006
1488,1488,1,1,2025-12-01,977
1489,1489,2,2,2025-12-01,911
1490,1490,2,2,2025-12-01,918
1491,1491,2,2,2025-12-01,967
1492,1492,3,3,2025-12-01,842
1493,1493,3,3,2025-12-01,758
1494,1494,3,3,2025-12-01,815
1495,1495,4,4,2025-12-01,946
1496,1496,4,4,2025-12-01,953
1497,1497,4,4,2025-12-01,965
1498,1498,5,5,2025-12-01,873
1499,1499,5,5,2025-12-01,893
1500,1500,5,5,2025-12-01,990
1501,1501,1,1,2025-12-02,923
1502,1502,1,1,2025-12-02,984
1503,1503,1,1,2025-12-02,956
1504,1504,2,2,2025-12-02,922
1505,1505,2,2,2025-12-02,923
1506,1506,2,2,2025-12-02,862
1507,1507,3,3,2025-12-02,833
1508,1508,3,3,2025-12-02,750
1509,1509,3,3,2025-12-02,772
1510,1510,4,4,2025-12-02,1003
1511,1511,4,4,2025-12-02,939
1512,1512,4,4,2025-12-02,901
1513,1513,5,5,2025-12-02,943
1514,1514,5,5,2025-12-02,867
1515,1515,5,5,2025-12-02,957
1516,1516,1,1,2025-12-03,937
1517,1517,1,1,2025-12-03,963
1518,1518,1,1,2025-12-03,962
1519,1519,2,2,2025-12-03,930
1520,1520,2,2,2025-12-03,924
1521,1521,2,2,2025-12-03,859
1522,1522,3,3,2025-12-03,790
1523,1523,3,3,2025-12-03,813
1524,1524,3,3,2025-12-03,857
1525,1525,4,4,2025-12-03,1004
1526,1526,4,4,2025-12-03,1033
1527,1527,4,4,2025-12-03,995
1528,1528,5,5,2025-12-03,973
1529,1529,5,5,2025-12-03,939
1530,1530,5,5,2025-12-03,971
1531,1531,1,1,2025-12-04,935
1532,1532,1,1,2025-12-04,1012
1533,1533,1,1,2025-12-04,969
1534,1534,2,2,2025-12-04,844
1535,1535,2,2,2025-12-04,914
1536,1536,2,2,2025-12-04,815
1537,1537,3,3,2025-12-04,825
1538,1538,3,3,2025-12-04,835
1539,1539,3,3,2025-12-04,878
1540,1540,4,4,2025-12-04,959
1541,1541,4,4,2025-12-04,1058
1542,1542,4,4,2025-12-04,980
1543,1543,5,5,2025-12-04,900
1544,1544,5,5,2025-12-04,910
1545,1545,5,5,2025-12-04,952
1546,1546,1,1,2025-12-05,914
1547,1547,1,1,2025-12-05,936
1548,1548,1,1,2025-12-05,963
1549,1549,2,2,2025-12-05,962
1550,1550,2,2,2025-12-05,934
1551,1551,2,2,2025-12-05,901
1552,1552,3,3,2025-12-05,822
1553,1553,3,3,2025-12-05,809
1554,1554,3,3,2025-12-05,753
1555,1555,4,4,2025-12-05,1050
1556,1556,4,4,2025-12-05,1042
1557,1557,4,4,2025-12-05,977
1558,1558,5,5,2025-12-05,911
1559,1559,5,5,2025-12-05,884
1560,1560,5,5,2025-12-05,954
1561,1561,1,1,2025-12-06,975
1562,1562,1,1,2025-12-06,917
1563,1563,1,1,2025-12-06,960
1564,1564,2,2,2025-12-06,932
1565,1565,2,2,2025-12-06,879
