quality_id,production_id,inspection_date,defect_type,defect_count,quality_status
1282,1282,2025-11-17,Overheating,2,Pass
1283,1283,2025-11-17,PCB Damage,9,Pass
1284,1284,2025-11-17,Overheating,15,Fail
1285,1285,2025-11-17,PCB Damage,18,Fail
1286,1286,2025-11-17,Overheating,17,Fail
1287,1287,2025-11-17,Overheating,6,Pass
1288,1288,2025-11-17,Overheating,3,Pass
1289,1289,2025-11-17,Overheating,2,Pass
1290,1290,2025-11-17,Missing Component,12,Pass
1291,1291,2025-11-18,PCB Damage,23,Fail
1292,1292,2025-11-18,Missing Component,9,Pass
1293,1293,2025-11-18,Solder Defect,7,Pass
1294,1294,2025-11-18,Missing Component,2,Pass
1295,1295,2025-11-18,Missing Component,18,Fail
1296,1296,2025-11-18,Missing Component,15,Fail
1297,1297,2025-11-18,Overheating,4,Pass
1298,1298,2025-11-18,Overheating,11,Pass
1299,1299,2025-11-18,Solder Defect,10,Pass
1300,1300,2025-11-18,Missing Component,28,Fail
1301,1301,2025-11-18,Component Misplacement,15,Fail
1302,1302,2025-11-18,Missing Component,10,Pass
1303,1303,2025-11-18,Solder Defect,14,Pass
1304,1304,2025-11-18,PCB Damage,5,Pass
1305,1305,2025-11-18,Component Misplacement,17,Fail
1306,1306,2025-11-19,Solder Defect,2,Pass
1307,1307,2025-11-19,Overheating,10,Pass
1308,1308,2025-11-19,Overheating,8,Pass
1309,1309,2025-11-19,PCB Damage,11,Pass
1310,1310,2025-11-19,Solder Defect,10,Pass
1311,1311,2025-11-19,Missing Component,9,Pass
1312,1312,2025-11-19,Solder Defect,18,Fail
1313,1313,2025-11-19,Missing Component,19,Fail
1314,1314,2025-11-19,Solder Defect,13,Pass
1315,1315,2025-11-19,PCB Damage,11,Pass
1316,1316,2025-11-19,Overheating,13,Pass
1317,1317,2025-11-19,Overheating,5,Pass
1318,1318,2025-11-19,Component Misplacement,27,Fail
1319,1319,2025-11-19,Solder Defect,20,Fail
1320,1320,2025-11-19,Overheating,7,Pass
1321,1321,2025-11-20,PCB Damage,8,Pass
1322,1322,2025-11-20,Missing Component,6,Pass
1323,1323,2025-11-20,Solder Defect,10,Pass
1324,1324,2025-11-20,PCB Damage,2,Pass
1325,1325,2025-11-20,Solder Defect,10,Pass
1326,1326,2025-11-20,PCB Damage,10,Pass
1327,1327,2025-11-20,PCB Damage,2,Pass
1328,1328,2025-11-20,Overheating,6,Pass
1329,1329,2025-11-20,Component Misplacement,2,Pass
1330,1330,2025-11-20,Overheating,19,Fail
1331,1331,2025-11-20,PCB Damage,4,Pass
1332,1332,2025-11-20,Overheating,15,Fail
1333,1333,2025-11-20,Component Misplacement,7,Pass
1334,1334,2025-11-20,Solder Defect,14,Pass
1335,1335,2025-11-20,Component Misplacement,4,Pass
1336,1336,2025-11-21,PCB Damage,19,Fail
1337,1337,2025-11-21,Component Misplacement,13,Pass
1338,1338,2025-11-21,Missing Component,1,Pass
1339,1339,2025-11-21,Component Misplacement,10,Pass
1340,1340,2025-11-21,Missing Component,4,Pass
1341,1341,2025-11-21,Missing Component,11,Pass
1342,1342,2025-11-21,Missing Component,4,Pass
1343,1343,2025-11-21,Component Misplacement,1,Pass
1344,1344,2025-11-21,Overheating,8,Pass
1345,1345,2025-11-21,Overheating,19,Fail
1346,1346,2025-11-21,PCB Damage,6,Pass
1347,1347,2025-11-21,Solder Defect,20,Fail
1348,1348,2025-11-21,Missing Component,10,Pass
1349,1349,2025-11-21,Solder Defect,4,Pass
1350,1350,2025-11-21,Component Misplacement,14,Pass
1351,1351,2025-11-22,PCB Damage,6,Pass
1352,1352,2025-11-22,Missing Component,8,Pass
1353,1353,2025-11-22,Missing Component,4,Pass
1354,1354,2025-11-22,PCB Damage,11,Pass
1355,1355,2025-11-22,Overheating,14,Pass
1356,1356,2025-11-22,Missing Component,18,Fail
1357,1357,2025-11-22,PCB Damage,8,Pass
1358,1358,2025-11-22,Overheating,7,Pass
1359,1359,2025-11-22,Missing Component,3,Pass
1360,1360,2025-11-22,Overheating,8,Pass
1361,1361,2025-11-22,Overheating,14,Pass
1362,1362,2025-11-22,Missing Component,2,Pass
1363,1363,2025-11-22,Solder Defect,17,Fail
1364,1364,2025-11-22,Missing Component,18,Fail
1365,1365,2025-11-22,Missing Component,1,Pass
1366,1366,2025-11-23,Overheating,16,Fail
1367,1367,2025-11-23,Missing Component,9,Pass
1368,1368,2025-11-23,Solder Defect,14,Pass
1369,1369,2025-11-23,Component Misplacement,16,Fail
1370,1370,2025-11-23,Missing Component,16,Fail
1371,1371,2025-11-23,Solder Defect,5,Pass
1372,1372,2025-11-23,Component Misplacement,8,Pass
1373,1373,2025-11-23,Missing Component,10,Pass
1374,1374,2025-11-23,Overheating,2,Pass
1375,1375,2025-11-23,PCB Damage,8,Pass
1376,1376,2025-11-23,Missing Component,13,Pass
1377,1377,2025-11-23,Missing Component,8,Pass
1378,1378,2025-11-23,PCB Damage,17,Fail
1379,1379,2025-11-23,PCB Damage,4,Pass
1380,1380,2025-11-23,PCB Damage,17,Fail
1381,1381,2025-11-24,Missing Component,4,Pass
1382,1382,2025-11-24,PCB Damage,12,Pass
1383,1383,2025-11-24,Overheating,14,Pass
1384,1384,2025-11-24,PCB Damage,4,Pass
1385,1385,2025-11-24,Component Misplacement,3,Pass
1386,1386,2025-11-24,Solder Defect,25,Fail
1387,1387,2025-11-24,Overheating,5,Pass
1388,1388,2025-11-24,Missing Component,3,Pass
1389,1389,2025-11-24,Solder Defect,7,Pass
1390,1390,2025-11-24,Missing Component,17,Fail
1391,1391,2025-11-24,Component Misplacement,14,Pass
1392,1392,2025-11-24,PCB Damage,14,Pass
1393,1393,2025-11-24,Component Misplacement,22,Fail
1394,1394,2025-11-24,PCB Damage,8,Pass
1395,1395,2025-11-24,Solder Defect,16,Fail
1396,1396,2025-11-25,Overheating,16,Fail
1397,1397,2025-11-25,PCB Damage,6,Pass
1398,1398,2025-11-25,Solder Defect,11,Pass
1399,1399,2025-11-25,Missing Component,7,Pass
1400,1400,2025-11-25,Solder Defect,6,Pass
1401,1401,2025-11-25,Overheating,19,Fail
1402,1402,2025-11-25,Overheating,12,Pass
1403,1403,2025-11-25,Solder Defect,16,Fail
1404,1404,2025-11-25,PCB Damage,11,Pass
1405,1405,2025-11-25,PCB Damage,12,Pass
1406,1406,2025-11-25,Missing Component,5,Pass
1407,1407,2025-11-25,PCB Damage,12,Pass
1408,1408,2025-11-25,Overheating,4,Pass
1409,1409,2025-11-25,PCB Damage,3,Pass
1410,1410,2025-11-25,Missing Component,10,Pass
1411,1411,2025-11-26,Overheating,12,Pass
1412,1412,2025-11-26,Solder Defect,5,Pass
1413,1413,2025-11-26,Overheating,3,Pass
1414,1414,2025-11-26,Solder Defect,4,Pass
1415,1415,2025-11-26,Component Misplacement,23,Fail
1416,1416,2025-11-26,Solder Defect,12,Pass
1417,1417,2025-11-26,Solder Defect,5,Pass
1418,1418,2025-11-26,Solder Defect,7,Pass
1419,1419,2025-11-26,Solder Defect,12,Pass
1420,1420,2025-11-26,Component Misplacement,11,Pass
1421,1421,2025-11-26,Overheating,5,Pass
1422,1422,2025-11-26,Component Misplacement,29,Fail
1423,1423,2025-11-26,Missing Component,10,Pass
1424,1424,2025-11-26,Overheating,8,Pass
1425,1425,2025-11-26,Missing Component,17,Fail
1426,1426,2025-11-27,Solder Defect,12,Pass
1427,1427,2025-11-27,Solder Defect,20,Fail
1428,1428,2025-11-27,PCB Damage,10,Pass
1429,1429,2025-11-27,Component Misplacement,11,Pass
1430,1430,2025-11-27,Component Misplacement,8,Pass
1431,1431,2025-11-27,Solder Defect,6,Pass
1432,1432,2025-11-27,PCB Damage,9,Pass
1433,1433,2025-11-27,PCB Damage,4,Pass
1434,1434,2025-11-27,Missing Component,1,Pass
1435,1435,2025-11-27,Overheating,9,Pass
1436,1436,2025-11-27,Solder Defect,7,Pass
1437,1437,2025-11-27,Overheating,4,Pass
1438,1438,2025-11-27,Solder Defect,5,Pass
1439,1439,2025-11-27,Component Misplacement,10,Pass
1440,1440,2025-11-27,Missing Component,3,Pass
1441,1441,2025-11-28,Missing Component,4,Pass
1442,1442,2025-11-28,Component Misplacement,22,Fail
1443,1443,2025-11-28,PCB Damage,9,Pass
1444,1444,2025-11-28,Overheating,13,Pass
1445,1445,2025-11-28,Solder Defect,9,Pass
1446,1446,2025-11-28,Component Misplacement,6,Pass
1447,1447,2025-11-28,Missing Component,18,Fail
1448,1448,2025-11-28,Missing Component,13,Pass
1449,1449,2025-11-28,Overheating,15,Fail
1450,1450,2025-11-28,PCB Damage,5,Pass
1451,1451,2025-11-28,PCB Damage,12,Pass
1452,1452,2025-11-28,Solder Defect,6,Pass
1453,1453,2025-11-28,Component Misplacement,7,Pass
1454,1454,2025-11-28,Component Misplacement,14,Pass
1455,1455,2025-11-28,PCB Damage,16,Fail
1456,1456,2025-11-29,Solder Defect,3,Pass
1457,1457,2025-11-29,Component Misplacement,14,Pass
1458,1458,2025-11-29,PCB Damage,15,Fail
1459,1459,2025-11-29,Solder Defect,10,Pass
1460,1460,2025-11-29,Missing Component,18,Fail
1461,1461,2025-11-29,Solder Defect,10,Pass
1462,1462,2025-11-29,Missing Component,19,Fail
1463,1463,2025-11-29,Overheating,15,Fail
1464,1464,2025-11-29,Solder Defect,15,Fail
1465,1465,2025-11-29,Component Misplacement,13,Pass
1466,1466,2025-11-29,Solder Defect,17,Fail
1467,1467,2025-11-29,Component Misplacement,3,Pass
1468,1468,2025-11-29,PCB Damage,19,Fail
1469,1469,2025-11-29,Component Misplacement,24,Fail
1470,1470,2025-11-29,Missing Component,2,Pass
1471,1471,2025-11-30,Missing Component,6,Pass
1472,1472,2025-11-30,Component Misplacement,12,Pass
1473,1473,2025-11-30,Component Misplacement,5,Pass
1474,1474,2025-11-30,Solder Defect,10,Pass
1475,1475,2025-11-30,Missing Component,6,Pass
1476,1476,2025-11-30,Missing Component,14,Pass
1477,1477,2025-11-30,Overheating,16,Fail
1478,1478,2025-11-30,Missing Component,1,Pass
1479,1479,2025-11-30,Overheating,10,Pass
1480,1480,2025-11-30,Missing Component,2,Pass
1481,1481,2025-11-30,Missing Component,11,Pass
1482,1482,2025-11-30,Component Misplacement,2,Pass
1483,1483,2025-11-30,Overheating,13,Pass
1484,1484,2025-11-30,PCB Damage,10,Pass
1485,1485,2025-11-30,Component Misplacement,4,Pass
1486,1486,2025-12-01,Component Misplacement,8,Pass
1487,1487,2025-12-01,PCB Damage,3,Pass
1488,1488,2025-12-01,PCB Damage,3,Pass
1489,1489,2025-12-01,Component Misplacement,20,Fail
1490,1490,2025-12-01,Missing Component,21,Fail
1491,1491,2025-12-01,Solder Defect,17,Fail
1492,1492,2025-12-01,Solder Defect,9,Pass
1493,1493,2025-12-01,Solder Defect,6,Pass
1494,1494,2025-12-01,Solder Defect,12,Pass
1495,1495,2025-12-01,Overheating,5,Pass
1496,1496,2025-12-01,Component Misplacement,9,Pass
1497,1497,2025-12-01,Solder Defect,14,Pass
1498,1498,2025-12-01,Missing Component,8,Pass
1499,1499,2025-12-01,Solder Defect,17,Fail
1500,1500,2025-12-01,PCB Damage,19,Fail
1501,1501,2025-12-02,Missing Component,17,Fail
1502,1502,2025-12-02,Overheating,5,Pass
1503,1503,2025-12-02,PCB Damage,7,Pass
1504,1504,2025-12-02,Solder Defect,4,Pass
1505,1505,2025-12-02,PCB Damage,8,Pass
1506,1506,2025-12-02,Solder Defect,12,Pass
1507,1507,2025-12-02,Component Misplacement,15,Fail
1508,1508,2025-12-02,Missing Component,11,Pass
1509,1509,2025-12-02,Missing Component,4,Pass
1510,1510,2025-12-02,Component Misplacement,20,Fail
1511,1511,2025-12-02,Component Misplacement,4,Pass
1512,1512,2025-12-02,Component Misplacement,9,Pass
1513,1513,2025-12-02,Solder Defect,2,Pass
1514,1514,2025-12-02,Component Misplacement,17,Fail
1515,1515,2025-12-02,Solder Defect,23,Fail
1516,1516,2025-12-03,Solder Defect,6,Pass
1517,1517,2025-12-03,Solder Defect,7,Pass
1518,1518,2025-12-03,Missing Component,9,Pass
1519,1519,2025-12-03,PCB Damage,16,Fail
1520,1520,2025-12-03,Component Misplacement,18,Fail
1521,1521,2025-12-03,Solder Defect,1,Pass
1522,1522,2025-12-03,PCB Damage,4,Pass
1523,1523,2025-12-03,PCB Damage,5,Pass
1524,1524,2025-12-03,Component Misplacement,9,Pass
1525,1525,2025-12-03,Component Misplacement,11,Pass
1526,1526,2025-12-03,PCB Damage,4,Pass
1527,1527,2025-12-03,Component Misplacement,16,Fail
1528,1528,2025-12-03,PCB Damage,9,Pass
1529,1529,2025-12-03,Solder Defect,13,Pass
1530,1530,2025-12-03,Overheating,13,Pass
1531,1531,2025-12-04,Missing Component,18,Fail
1532,1532,2025-12-04,Overheating,11,Pass
1533,1533,2025-12-04,Overheating,23,Fail
1534,1534,2025-12-04,Missing Component,15,Fail
1535,1535,2025-12-04,PCB Damage,8,Pass
1536,1536,2025-12-04,Overheating,14,Pass
1537,1537,2025-12-04,Component Misplacement,12,Pass
1538,1538,2025-12-04,Component Misplacement,3,Pass
1539,1539,2025-12-04,Missing Component,9,Pass
1540,1540,2025-12-04,Overheating,6,Pass
1541,1541,2025-12-04,PCB Damage,14,Pass
1542,1542,2025-12-04,Overheating,11,Pass
1543,1543,2025-12-04,Overheating,18,Fail
1544,1544,2025-12-04,Overheating,13,Pass
1545,1545,2025-12-04,Component Misplacement,5,Pass
1546,1546,2025-12-05,PCB Damage,8,Pass
1547,1547,2025-12-05,Component Misplacement,3,Pass
1548,1548,2025-12-05,Overheating,14,Pass
1549,1549,2025-12-05,Solder Defect,25,Fail
1550,1550,2025-12-05,Overheating,11,Pass
1551,1551,2025-12-05,Solder Defect,14,Pass
1552,1552,2025-12-05,Component Misplacement,11,Pass
1553,1553,2025-12-05,Overheating,8,Pass
1554,1554,2025-12-05,Component Misplacement,21,Fail
1555,1555,2025-12-05,Overheating,9,Pass
1556,1556,2025-12-05,Overheating,2,Pass
1557,1557,2025-12-05,Component Misplacement,3,Pass
1558,1558,2025-12-05,Solder Defect,9,Pass
1559,1559,2025-12-05,Missing Component,12,Pass
1560,1560,2025-12-05,Solder Defect,20,Fail
1561,1561,2025-12-06,Missing Component,8,Pass
1562,1562,2025-12-06,Component Misplacement,10,Pass
1563,1563,2025-12-06,Overheating,23,Fail
1564,1564,2025-12-06,Overheating,9,Pass
1565,1565,2025-12-06,Overheating,20,Fail
1566,1566,2025-12-06,Overheating,13,Pass
1567,1567,2025-12-06,PCB Damage,2,Pass
1568,1568,2025-12-06,Missing Component,4,Pass
1569,1569,2025-12-06,Solder Defect,8,Pass
1570,1570,2025-12-06,Component Misplacement,2,Pass
1571,1571,2025-12-06,Overheating,24,Fail
1572,1572,2025-12-06,Solder Defect,13,Pass
1573,1573,2025-12-06,Missing Component,6,Pass
1574,1574,2025-12-06,PCB Damage,19,Fail
1575,1575,2025-12-06,Missing Component,3,Pass
1576,1576,2025-12-07,Overheating,4,Pass
1577,1577,2025-12-07,PCB Damage,10,Pass
1578,1578,2025-12-07,Overheating,1,Pass
1579,1579,2025-12-07,Missing Component,3,Pass
1580,1580,2025-12-07,Solder Defect,5,Pass
1581,1581,2025-12-07,Overheating,9,Pass
1582,1582,2025-12-07,Component Misplacement,13,Pass
1583,1583,2025-12-07,Solder Defect,14,Pass
1584,1584,2025-12-07,Overheating,12,Pass
1585,1585,2025-12-07,PCB Damage,8,Pass
1586,1586,2025-12-07,Solder Defect,12,Pass
1587,1587,2025-12-07,Solder Defect,11,Pass
1588,1588,2025-12-07,Solder Defect,13,Pass
1589,1589,2025-12-07,Overheating,11,Pass
1590,1590,2025-12-07,Missing Component,8,Pass
1591,1591,2025-12-08,Solder Defect,10,Pass
1592,1592,2025-12-08,Missing Component,23,Fail
1593,1593,2025-12-08,Overheating,19,Fail
1594,1594,2025-12-08,Component Misplacement,9,Pass
1595,1595,2025-12-08,Solder Defect,7,Pass
1596,1596,2025-12-08,Solder Defect,12,Pass
1597,1597,2025-12-08,Component Misplacement,8,Pass
1598,1598,2025-12-08,PCB Damage,22,Fail
1599,1599,2025-12-08,Component Misplacement,11,Pass
1600,1600,2025-12-08,Overheating,11,Pass
1601,1601,2025-12-08,Solder Defect,5,Pass
1602,1602,2025-12-08,Missing Component,9,Pass
1603,1603,2025-12-08,Overheating,17,Fail
1604,1604,2025-12-08,PCB Damage,15,Fail
1605,1605,2025-12-08,Solder Defect,8,Pass
1606,1606,2025-12-09,Overheating,13,Pass
1607,1607,2025-12-09,Missing Component,7,Pass
1608,1608,2025-12-09,Component Misplacement,8,Pass
1609,1609,2025-12-09,Missing Component,21,Fail
1610,1610,2025-12-09,PCB Damage,3,Pass
1611,1611,2025-12-09,Solder Defect,8,Pass
1612,1612,2025-12-09,PCB Damage,17,Fail
1613,1613,2025-12-09,PCB Damage,8,Pass
1614,1614,2025-12-09,Component Misplacement,17,Fail
1615,1615,2025-12-09,PCB Damage,10,Pass
1616,1616,2025-12-09,Missing Component,5,Pass
1617,1617,2025-12-09,PCB Damage,6,Pass
1618,1618,2025-12-09,PCB Damage,5,Pass
1619,1619,2025-12-09,Solder Defect,9,Pass
1620,1620,2025-12-09,Solder Defect,6,Pass
1621,1621,2025-12-10,Overheating,4,Pass
1622,1622,2025-12-10,PCB Damage,11,Pass
1623,1623,2025-12-10,Component Misplacement,5,Pass
1624,1624,2025-12-10,Overheating,16,Fail
1625,1625,2025-12-10,Component Misplacement,11,Pass
1626,1626,2025-12-10,Solder Defect,4,Pass
1627,1627,2025-12-10,Component Misplacement,6,Pass
1628,1628,2025-12-10,Missing Component,19,Fail
1629,1629,2025-12-10,Overheating,15,Fail
1630,1630,2025-12-10,Overheating,5,Pass
1631,1631,2025-12-10,PCB Damage,18,Fail
1632,1632,2025-12-10,Overheating,15,Fail
1633,1633,2025-12-10,Solder Defect,3,Pass
1634,1634,2025-12-10,Overheating,3,Pass
1635,1635,2025-12-10,Missing Component,22,Fail
1636,1636,2025-12-11,PCB Damage,5,Pass
1637,1637,2025-12-11,Component Misplacement,9,Pass
1638,1638,2025-12-11,Overheating,2,Pass
1639,1639,2025-12-11,Component Misplacement,11,Pass
1640,1640,2025-12-11,Solder Defect,8,Pass
1641,1641,2025-12-11,Missing Component,19,Fail
1642,1642,2025-12-11,Component Misplacement,5,Pass
1643,1643,2025-12-11,Component Misplacement,9,Pass
1644,1644,2025-12-11,Solder Defect,7,Pass
1645,1645,2025-12-11,Solder Defect,28,Fail
1646,1646,2025-12-11,Solder Defect,14,Pass
1647,1647,2025-12-11,Component Misplacement,19,Fail
1648,1648,2025-12-11,Component Misplacement,6,Pass
1649,1649,2025-12-11,Solder Defect,16,Fail
1650,1650,2025-12-11,Overheating,13,Pass
1651,1651,2025-12-12,Solder Defect,18,Fail
1652,1652,2025-12-12,PCB Damage,18,Fail
1653,1653,2025-12-12,Overheating,13,Pass
1654,1654,2025-12-12,Solder Defect,18,Fail
1655,1655,2025-12-12,Overheating,5,Pass
1656,1656,2025-12-12,Missing Component,19,Fail
1657,1657,2025-12-12,Overheating,15,Fail
1658,1658,2025-12-12,PCB Damage,4,Pass
1659,1659,2025-12-12,Overheating,11,Pass
1660,1660,2025-12-12,Missing Component,4,Pass
1661,1661,2025-12-12,Solder Defect,19,Fail
1662,1662,2025-12-12,PCB Damage,8,Pass
1663,1663,2025-12-12,Component Misplacement,4,Pass
1664,1664,2025-12-12,Solder Defect,2,Pass
1665,1665,2025-12-12,Solder Defect,7,Pass
1666,1666,2025-12-13,Solder Defect,12,Pass
1667,1667,2025-12-13,Missing Component,6,Pass
1668,1668,2025-12-13,PCB Damage,12,Pass
1669,1669,2025-12-13,Overheating,14,Pass
1670,1670,2025-12-13,Component Misplacement,7,Pass
1671,1671,2025-12-13,PCB Damage,12,Pass
1672,1672,2025-12-13,Solder Defect,11,Pass
1673,1673,2025-12-13,PCB Damage,6,Pass
1674,1674,2025-12-13,Overheating,4,Pass
1675,1675,2025-12-13,Overheating,11,Pass
1676,1676,2025-12-13,Component Misplacement,20,Fail
1677,1677,2025-12-13,Solder Defect,12,Pass
1678,1678,2025-12-13,Component Misplacement,4,Pass
1679,1679,2025-12-13,Missing Component,16,Fail
1680,1680,2025-12-13,Overheating,14,Pass
1681,1681,2025-12-14,Missing Component,11,Pass
1682,1682,2025-12-14,PCB Damage,10,Pass
1683,1683,2025-12-14,Missing Component,13,Pass
1684,1684,2025-12-14,Overheating,13,Pass
1685,1685,2025-12-14,Overheating,10,Pass
1686,1686,2025-12-14,Component Misplacement,4,Pass
1687,1687,2025-12-14,PCB Damage,14,Pass
1688,1688,2025-12-14,Component Misplacement,9,Pass
1689,1689,2025-12-14,Solder Defect,2,Pass
1690,1690,2025-12-14,Missing Component,13,Pass
1691,1691,2025-12-14,Solder Defect,3,Pass
1692,1692,2025-12-14,Component Misplacement,9,Pass
1693,1693,2025-12-14,Missing Component,14,Pass
1694,1694,2025-12-14,Solder Defect,20,Fail
1695,1695,2025-12-14,Solder Defect,2,Pass
1696,1696,2025-12-15,Missing Component,4,Pass
1697,1697,2025-12-15,Solder Defect,4,Pass
1698,1698,2025-12-15,Component Misplacement,17,Fail
1699,1699,2025-12-15,Missing Component,10,Pass
1700,1700,2025-12-15,Missing Component,11,Pass
1701,1701,2025-12-15,PCB Damage,7,Pass
1702,1702,2025-12-15,Missing Component,7,Pass
1703,1703,2025-12-15,PCB Damage,6,Pass
1704,1704,2025-12-15,Solder Defect,4,Pass
1705,1705,2025-12-15,Solder Defect,18,Fail
1706,1706,2025-12-15,PCB Damage,7,Pass
1707,1707,2025-12-15,Overheating,16,Fail
1708,1708,2025-12-15,Overheating,5,Pass
1709,1709,2025-12-15,PCB Damage,20,Fail
1710,1710,2025-12-15,Overheating,3,Pass
1711,1711,2025-12-16,PCB Damage,9,Pass
1712,1712,2025-12-16,Solder Defect,4,Pass
1713,1713,2025-12-16,PCB Damage,7,Pass
1714,1714,2025-12-16,Missing Component,10,Pass
1715,1715,2025-12-16,PCB Damage,17,Fail
1716,1716,2025-12-16,Solder Defect,4,Pass
1717,1717,2025-12-16,Overheating,6,Pass
1718,1718,2025-12-16,Component Misplacement,20,Fail
1719,1719,2025-12-16,Component Misplacement,10,Pass
1720,1720,2025-12-16,Missing Component,18,Fail
1721,1721,2025-12-16,PCB Damage,14,Pass
1722,1722,2025-12-16,Overheating,19,Fail
1723,1723,2025-12-16,Component Misplacement,5,Pass
1724,1724,2025-12-16,Overheating,10,Pass
1725,1725,2025-12-16,Overheating,20,Fail
1726,1726,2025-12-17,Component Misplacement,3,Pass
1727,1727,2025-12-17,Solder Defect,6,Pass
1728,1728,2025-12-17,Overheating,13,Pass
1729,1729,2025-12-17,Overheating,6,Pass
1730,1730,2025-12-17,Solder Defect,18,Fail
1731,1731,2025-12-17,Solder Defect,7,Pass
1732,1732,2025-12-17,PCB Damage,9,Pass
1733,1733,2025-12-17,Component Misplacement,10,Pass
1734,1734,2025-12-17,Overheating,7,Pass
1735,1735,2025-12-17,PCB Damage,11,Pass
1736,1736,2025-12-17,Component Misplacement,15,Fail
1737,1737,2025-12-17,Missing Component,6,Pass
1738,1738,2025-12-17,Component Misplacement,22,Fail
1739,1739,2025-12-17,Component Misplacement,12,Pass
1740,1740,2025-12-17,Solder Defect,7,Pass
1741,1741,2025-12-18,Solder Defect,21,Fail
1742,1742,2025-12-18,Solder Defect,8,Pass
1743,1743,2025-12-18,Missing Component,13,Pass
1744,1744,2025-12-18,PCB Damage,8,Pass
1745,1745,2025-12-18,PCB Damage,16,Fail
1746,1746,2025-12-18,Overheating,9,Pass
1747,1747,2025-12-18,Missing Component,18,Fail
1748,1748,2025-12-18,Overheating,10,Pass
1749,1749,2025-12-18,Solder Defect,15,Fail
1750,1750,2025-12-18,Overheating,2,Pass
1751,1751,2025-12-18,Solder Defect,22,Fail
1752,1752,2025-12-18,Missing Component,3,Pass
1753,1753,2025-12-18,Overheating,8,Pass
1754,1754,2025-12-18,Component Misplacement,10,Pass
1755,1755,2025-12-18,Solder Defect,6,Pass
1756,1756,2025-12-19,Component Misplacement,12,Pass
1757,1757,2025-12-19,Overheating,5,Pass
1758,1758,2025-12-19,Missing Component,11,Pass
1759,1759,2025-12-19,Overheating,4,Pass
1760,1760,2025-12-19,Missing Component,9,Pass
1761,1761,2025-12-19,PCB Damage,25,Fail
1762,1762,2025-12-19,Overheating,5,Pass
1763,1763,2025-12-19,Missing Component,2,Pass
1764,1764,2025-12-19,Missing Component,13,Pass
1765,1765,2025-12-19,PCB Damage,12,Pass
1766,1766,2025-12-19,PCB Damage,14,Pass
1767,1767,2025-12-19,Overheating,6,Pass
1768,1768,2025-12-19,Overheating,12,Pass
1769,1769,2025-12-19,Overheating,13,Pass
1770,1770,2025-12-19,PCB Damage,14,Pass
1771,1771,2025-12-20,PCB Damage,17,Fail
1772,1772,2025-12-20,Component Misplacement,12,Pass
1773,1773,2025-12-20,Overheating,10,Pass
1774,1774,2025-12-20,Solder Defect,16,Fail
1775,1775,2025-12-20,Component Misplacement,9,Pass
1776,1776,2025-12-20,PCB Damage,19,Fail
1777,1777,2025-12-20,Overheating,4,Pass
1778,1778,2025-12-20,Component Misplacement,7,Pass
1779,1779,2025-12-20,PCB Damage,7,Pass
1780,1780,2025-12-20,Solder Defect,17,Fail
1781,1781,2025-12-20,PCB Damage,7,Pass
1782,1782,2025-12-20,Component Misplacement,10,Pass
1783,1783,2025-12-20,Missing Component,15,Fail
1784,1784,2025-12-20,Solder Defect,2,Pass
1785,1785,2025-12-20,Overheating,11,Pass
1786,1786,2025-12-21,Missing Component,3,Pass
1787,1787,2025-12-21,Overheating,15,Fail
1788,1788,2025-12-21,Component Misplacement,28,Fail
1789,1789,2025-12-21,Solder Defect,5,Pass
1790,1790,2025-12-21,PCB Damage,6,Pass
1791,1791,2025-12-21,Overheating,18,Fail
1792,1792,2025-12-21,Missing Component,16,Fail
1793,1793,2025-12-21,Component Misplacement,9,Pass
1794,1794,2025-12-21,Missing Component,7,Pass
1795,1795,2025-12-21,Overheating,4,Pass
1796,1796,2025-12-21,PCB Damage,12,Pass
1797,1797,2025-12-21,Overheating,21,Fail
1798,1798,2025-12-21,Solder Defect,6,Pass
1799,1799,2025-12-21,PCB Damage,8,Pass
1800,1800,2025-12-21,Solder Defect,6,Pass
1801,1801,2025-12-22,Missing Component,18,Fail
1802,1802,2025-12-22,Component Misplacement,5,Pass
1803,1803,2025-12-22,Overheating,21,Fail
1804,1804,2025-12-22,Missing Component,17,Fail
1805,1805,2025-12-22,PCB Damage,14,Pass
1806,1806,2025-12-22,Solder Defect,4,Pass
1807,1807,2025-12-22,Solder Defect,7,Pass
1808,1808,2025-12-22,Overheating,15,Fail
1809,1809,2025-12-22,Overheating,15,Fail
1810,1810,2025-12-22,Solder Defect,20,Fail
1811,1811,2025-12-22,PCB Damage,15,Fail
1812,1812,2025-12-22,Missing Component,5,Pass
1813,1813,2025-12-22,PCB Damage,15,Fail
1814,1814,2025-12-22,Overheating,11,Pass
1815,1815,2025-12-22,Overheating,12,Pass
1816,1816,2025-12-23,PCB Damage,2,Pass
1817,1817,2025-12-23,Component Misplacement,13,Pass
1818,1818,2025-12-23,Component Misplacement,21,Fail
1819,1819,2025-12-23,PCB Damage,1,Pass
1820,1820,2025-12-23,PCB Damage,4,Pass
1821,1821,2025-12-23,PCB Damage,16,Fail
1822,1822,2025-12-23,Overheating,6,Pass
1823,1823,2025-12-23,PCB Damage,16,Fail
1824,1824,2025-12-23,Overheating,3,Pass
1825,1825,2025-12-23,PCB Damage,10,Pass
1826,1826,2025-12-23,Missing Component,10,Pass
1827,1827,2025-12-23,PCB Damage,16,Fail
1828,1828,2025-12-23,Solder Defect,13,Pass
